testset_id,group,text_block_en,final_human_label,fewshot_label,fewshot_explanation
85,ARAB,"Drei Tote bei Anschlag in Israel

Bei einem neuen Anschlag in Israel sind am Donnerstagabend mindestens drei Menschen getötet worden, meldet rnd.de.. Nach Angaben eines Rettungsdienstes habe es bei dem Angriff in der strengreligiösen Ortschaft Elad östlich von Tel Aviv zudem vier Verletzte gegeben. Die Polizei gehe von zwei Tätern aus: Einer habe geschossen, ein anderer mit einer Axt Passanten angegriffen. In der Umgebung wären Straßensperren errichtet worden. Ein Polizeihubschrauber sei einem verdächtigen Fahrzeug gefolgt. Nach Medienberichten habe die Polizei die Sorge, die Täter könnten ins nicht weit entfernte Westjordanland entkommen sein. Die im Gazastreifen herrschende islamistische Hamas habe den blutigen Angriff über Lautsprecher als „heroische Tat“ bezeichnet. Mit dem neuen Anschlag seien bei einer Terrorwelle in Israel seit Ende März 17 Menschen getötet worden. Bei zwei der Anschlägen seien die Täter israelische [Gruppe 1] und Unterstützer des Islamischen Staats gewesen.

EU will Sanktionen gegen Putins Freundin verhängen",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Text beschreibt einen Terroranschlag in Israel mit explizitem Bezug zu einer anderen Gruppe ([Gruppe 1] als Täter oder Unterstützer des IS) und zur Hamas als Legitimiererin der Tat, **ohne dass die im Artikel erwähnte [Gruppe 1] (als Opfer oder Akteurin in Deutschland) mit Kriminalität, Sicherheit oder Prävention in Deutschland verknüpft wird**. Zudem liegt ein **ausschließlich ausländischer Kriegskontext** vor, der nach den Regeln **NO_CRIME_FRAME** erfordert."
86,RUS,"Update vom 20. Oktober, 11.55 Uhr: Russische Soldaten verlassen angeblich fluchtartig die besetzte Stadt Enerhodar, in der auch das besetzte ukrainische Atomkraftwerk Saporischschja liegt. Darüber berichten ukrainische Behörden laut einem Bericht der New York Times. Dies werfe Zweifel auf, ob Russland die Kontrolle über das seit Wochen umkämpfte Atomkraftwerk behalten kann.

Eine Flucht der [Gruppe 1] aus der Stadt meldet auch die ukrainische Atomenergiebehörde Energoatom via Telegram. „Die Panik, Angst und Erwartung einer Niederlage erreichte auch Enerhodar“, heißt es in der Nachricht. Die [Gruppe 1] würden vor ihrer Flucht Möbel, Kühlschränke, Fernseher und andere Dinge aus den besetzten Verwaltungsgebäuden plündern.

Die Angaben sind nicht unabhängig überprüft. Laut New York Times ist unklar, weshalb russischen Truppen zum jetzigen Zeitpunkt aus der Stadt fliehen sollten, da sich die ukrainische Armee auf der anderen Seite des Flusses Dnipro befinde und eine Rückeroberung der Stadt Enerhodar nicht in greifbarer Nähe sei.",NO_CRIME_FRAME,NO_CRIME_FRAME,"**Label:** NO_CRIME_FRAME
**Explanation:** Die Gruppe wird zwar mit Plünderungen in Verbindung gebracht, aber der Kontext ist ein **Kriegshandlung im Ausland (Ukraine)** ohne expliziten Bezug zur deutschen inneren Sicherheit oder deutschen Behörden."
87,ISLMST,"Für die EU-Mission zur Ausbildung der Streitkräfte wird eine Einstellung in Mali nahegelegt, weil dort ""jeder Wille zu einer durchgreifenden Reform des Sicherheitssektors"" fehle. Im benachbarten Niger hingegen erscheine ""ein weiteres Engagement der Aktivitäten in Abstimmung mit der dortigen Regierung und den europäischen Partnern sinnvoll"".

Für die deutsche Beteiligung an Minusma wird eine Fortsetzung und ggf. sogar Ausweitung (""...die militärischen und polizeilichen Komponenten besser auszustatten"") empfohlen. Hierbei wird suggeriert, dass ein Ende der Mission oder auch nur der deutschen Beteiligung ein ""Ende des Friedensprozesses"" bedeuten, damit ""die Sicherheitslage in Mali noch einmal dramatisch verschlechtern und damit den [Gruppe 1] in die Hände spielen"" würde.

Komplexer wird die Argumentation in Hinblick auf die Mission EUCAP Sahel Mali, mit der ja v.a. die Polizei- und Gendarmeriekräfte der (zutreffend) als ""Junta"" bezeichneten malischen Regierung ausgebildet werden, die aber mit der Bekämpfung illegalisierter Migration ein zentrales Interesse Deutschlands und der EU bedient.",CRIME_FRAME_NEG,NO_CRIME_FRAME,"**Label:** NO_CRIME_FRAME
**Explanation:** Der Text thematisiert geopolitische Konflikte, militärische Missionen und Sicherheitsreformen in Mali/Niger, ohne die Gruppe explizit mit Kriminalität, innerdeutscher Sicherheit oder konkreten Straftaten in Deutschland zu verknüpfen – selbst die Erwähnung von „illegalisierter Migration“ bezieht sich auf die malische Regierung und EU-Interessen, nicht auf die Gruppe als Täter oder Bedrohung."
88,,"Schischkin gab im Laufe des Abends ein klares Statement ab: ""Ich bin [Andere Gruppe]. Im Namen meines Volkes werden diese Verbrechen verübt. Ich kann nur im Namen der anderen [Andere Gruppe] die Ukraine um Vergebung bitten. Und ich weiß ganz genau, das kann man nicht vergeben."" Die Deutschen hätten es nach dem Zweiten Weltkrieg nur aufgrund einer ""vernichtenden Niederlage"" geschafft, aus dem ""Teufelskreis"" der Diktatur zu entkommen. Nur so seien die ""Stunde Null"" und die Entnazifizierung durch die Alliierten möglich gewesen. Daher hoffe er, Schischkin, ""auf eine vernichtende Niederlage der [Andere Gruppe] durch die [Gruppe 1]."" Die ""Entputinisierung"" könnten die [Andere Gruppe] danach nur selbst durchführen. Die Frage sei, ob sie dieser Aufgabe gewachsen seien.

Dieser Krieg sei kein Krieg zwischen [Andere Gruppe] und [Gruppe 1], sondern zwischen Menschen, die Ukrainisch und Russisch sprechen und Unmenschen, die Befehle befolgen. ""Literatur versagt immer dann, wenn ein Krieg beginnt"", so Schischkin gegen Ende des Panels. Irgendwann sei dieser Krieg aber vorbei, und ""der Hass und der Schmerz werden bleiben. Und das kann man nur mit der Kultur überwinden. Es gibt keine andere Möglichkeit. Dann kommt die Literatur zur Sache! Dann werden wie sie brauchen, um den Abgrund zwischen uns zu überwinden.""

*Der Beitrag ""Was kann Literatur gegen Putin leisten?"" wird veröffentlicht von Deutsche Welle. Kontakt zum Verantwortlichen hier.",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Text thematisiert einen **Kriegskontext zwischen Staaten** (Ukraine und Russland) und eine **fiktionale, kulturelle Debatte** (Literatur als Mittel zur Überwindung von Hass), ohne dass die **[Gruppe 1]** oder **[Andere Gruppe]** mit **innerer Sicherheit Deutschlands**, **Kriminalität**, **Terrorismus**, **Gewaltlegitimation** oder **Prävention** verknüpft werden – selbst die Hoffnung auf eine ""vernichtende Niederlage"" bezieht sich auf einen **militärischen Konflikt außerhalb Deutschlands**."
89,MIGR,"Während der NS-Zeit von 1933 bis 1945 wurden [Andere Gruppe] und [Andere Gruppe] systematisch verfolgt und etwa 500.000 Angehörige der Minderheit aus ganz Europa ermordet. Daran erinnert das 1992 beschlossene und am 24. Oktober 2012 eröffnete Mahnmal in der Nähe des Berliner Reichstagsgebäudes. Heute leben Schätzungen zufolge etwa 70.000 bis 150.000 [Andere Gruppe] und [Andere Gruppe] in Deutschland.

Der 54-jährige Daimagüler, Sohn türkischer [Gruppe 1], ist Anwalt und war unter anderem Nebenklagevertreter im Prozess gegen die Neonazi-Terrorzelle „Nationalsozialistischer Untergrund“ (NSU). Auch [Andere Gruppe] und [Andere Gruppe] habe er in Hunderten Fällen von Alltagsdiskriminierung vertreten, sagte er der dpa. Seine Einschätzung: „Antiziganismus ist eine weitgehend gesellschaftlich akzeptierte Erscheinung und wird noch nicht mal als Rassismus erkannt.“

Bis heute begleite ein „Soundtrack“ den Alltag, sagte er: „[Andere Gruppe] und [Andere Gruppe] sind angeblich kriminell, asozial, fremd.“ Kommunalpolitiker behaupteten, wo [Andere Gruppe] und [Andere Gruppe] seien, da seien auch Ratten. Die Community werde kriminalisiert. „Diese rassistischen Stereotype führen dazu, dass Menschen nie mit der gleichen Gewissheit in Sicherheit leben können wie es andere tun“, sagte der Bundesbeauftragte.",CRIME_FRAME_POS,NO_CRIME_FRAME,"Der Absatz thematisiert explizit die **Kriminalisierung und Diskriminierung der [Andere Gruppe]** als Opfer rassistischer Stereotype und gesellschaftlicher Zuschreibungen, ohne dass diese Gruppe selbst als Täter, Verdächtige oder Sicherheitsrisiko dargestellt wird. Die Erwähnung von Kriminalität („angeblich kriminell“) wird als **falsche Zuschreibung** und **Diffamierung** entlarvt, nicht als tatsächliche Verknüpfung mit Straftaten. Zudem steht der Fokus auf **Opferperspektive, Rassismus und struktureller Benachteiligung** – kein Sicherheits- oder Präventionsrahmen im Sinne der Definition."
90,REFUG,"Dabei kamen dann verschiedene Maßnahmen heraus: Wir haben jetzt Berater, die in Bayern unterwegs sind und die Unternehmen in dem Thema unterstützen. Zudem werden die Jugendlichen sensibilisiert und auf den deutschen Ausbildungsmarkt vorbereitet. Eine weitere Aufgabe ist das Matching zwischen [Gruppe 1] und Unternehmen. Und zuletzt haben wir uns um Ausbildungsstabilisierung bemüht, uns zum Beispiel um Sprachförderung gekümmert.

Wir haben uns schon vor 2015 Gedanken gemacht, wie wir mit dem Thema Integration von [Gruppe 1] dem Fachkräftemangel gegensteuern können. Damals hatten wir kaum Einflussmöglichkeiten darauf, ob [Gruppe 1] während einer Ausbildung oder Anstellung abgeschoben werden. Deswegen haben die Industrie- und Handelskammern sich für eine Aufenthaltsduldung eingesetzt.

Daraus ist dann die 3+2-Regelung entstanden, mit der [Gruppe 1] für drei Jahre Ausbildung und zwei Jahre Arbeit auf jeden Fall geduldet werden. Das war ein echter Kraftakt – wir hatten zuerst das Gefühl, es ist politisch nicht gewollt. Mit der Verabschiedung des Integrationsgesetzes waren die Signale aber positiv gesetzt worden.",CRIME_FRAME_POS,NO_CRIME_FRAME,"**Label:** **NO_CRIME_FRAME**
**Explanation:** Der Absatz thematisiert ausschließlich **Integration, Arbeitsmarktförderung, Sprachkurse und rechtliche Aufenthaltsregelungen** ohne jeden Bezug zu Kriminalität, Sicherheit, Verdacht oder Prävention – die Gruppe wird als Zielgruppe von Integrations- und Fachkräftemaßnahmen dargestellt."
91,MIGR,"Der spanische Ministerpräsident Pedro Sánchez warnte kürzlich, Madrid werde die ""Tragödie illegaler Einwanderung nicht als Druckmittel tolerieren"". Die illegale Einwanderung solle beim Nato-Gipfel Ende Juni als eine Sicherheitsbedrohung an der Südflanke des Bündnisses aufgeführt werden.

In den vergangenen Jahren haben tausende [Gruppe 1] versucht, die zwölf Kilometer lange Grenze zwischen Melilla und Marokko oder die acht Kilometer lange Grenze zwischen Ceuta und Marokko durch das Überklettern von Zäunen, schwimmend oder in Autos versteckt zu überwinden. Die [Gruppe 1] nehmen bisweilen Haken und Stöcke zur Hilfe, um den Grenzzaun zu überwinden.

Tagesanbruch: Für Millionen Deutsche wird der Urlaub zum DramaKlagen gegen die Energiewende: Der Vertrag, der Deutschland noch Milliarden kosten könnteAktivistin gegen Ex-Innenminister: Vor Gericht: Rackete gegen Salvini",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Text beschreibt illegale Grenzübertritte als Sicherheitsbedrohung für Spaniens Südflanke im Kontext der NATO, nicht für Deutschland, und verknüpft die Gruppe nicht explizit mit Kriminalität, Terrorismus oder innerer Sicherheit Deutschlands. Zudem handelt es sich um einen geopolitischen Konflikt ohne Bezug zur deutschen inneren Sicherheit."
92,MAR,"Benifei erklärte, niemals Geld von Vertretern Katars, Marokkos oder den in dem Skandal Beschuldigten angenommen zu haben. Auch Moretti betonte, niemals Geld, Geschenke oder andere Gefälligkeiten angenommen zu haben. Kaili und Arena ließen Anfragen unbeantwortet – ebenso wie Panzeri, Giorgi und Cozzolino.

Den drei Letzteren ging es laut VSSE vor allem ums Geld – und das floss offenbar reichlich. Der [Gruppe 1] Atmoun soll ihnen Umschläge voller Bargeld überreicht haben – was erklären könnte, warum die Ermittler bei den Razzien in Brüssel mehr als 1,5 Millionen Euro in bar gefunden haben. Auf eine Bitte um Stellungnahme hat Atmoun bisher nicht reagiert.

Panzeri, Giorgi und Cozzolino wurden laut VSSE zwar von Atmoun geführt, hatten aber mutmaßlich auch direkten Kontakt zu einem deutlich mächtigeren Mann: Mohamed Yassine Mansouri, dem Generaldirektor des Geheimdienstes DGED.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** **CRIME_FRAME_NEG**
**Explanation:** Der Absatz verknüpft die **[Gruppe 1]**-zugehörige Person **Atmoun** explizit mit mutmaßlicher **Korruption** (Bargeldzahlungen an Politiker) und **Ermittlungen** (Razzien, Bargeldfund), was als Verdacht und kriminelles Verhalten im Kontext deutscher Sicherheitsbehörden (VSSE) gewertet wird."
93,RUS,"Wir erhoffen uns eine bessere Koordinierung mit den westlichen Partnern, damit wir uns auf einen Plan einigen können"", betonte der Wirtschaftsberater von Selenskyj. ""Es geht aber auch um die konkrete Strategie für den Wiederaufbau. Wir müssen klären, welche Industrien wir fördern sollten"", so Rodnyansky. ""Die Ukraine hat nach wie vor großes Potential in der Landwirtschaft - vor allem, wenn diese in den EU-Binnenmarkt integriert werden soll. Über unsere Gaspipelines könnten wir in der Zukunft grünen Wasserstoff exportieren. Auch IT und neue Technologien sind vielversprechende Branchen.""

Mit den neuesten russischen Drohnen- und Raketenangriffen wende Russland ein ""Instrument des Wirtschaftskrieges"" gegen die Ukraine, aber auch die EU an, unterstrich der Selenskyj-Berater. Die Ukraine, die seit April an das zentraleuropäische Stromnetz angeschlossen ist, könne nun nicht mehr Energie in EU-Länder exportieren. ""Doch durch die Bombardierung unserer Kraftwerke haben die [Gruppe 1] eine wirtschaftspolitische Front im Krieg eröffnet: Leider haben sie ihr Ziel, die ukrainischen Stromexporte abzuwürgen, erreicht. Unsere Währung und unsere Währungsreserven werden infolge der wegfallenden Einnahmen nicht mehr gestützt. Aber die Angriffe sind auch ein gezielter Schlag gegen die Energiesicherheit der EU.""",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Absatz beschreibt einen **Kriegskontext mit militärischer Gewalt (Drohnen- und Raketenangriffe)** durch Russland gegen die Ukraine, ohne dass die **[Gruppe 1]** (hier: Russland) als Täterin von Straftaten, Sicherheitsbedrohungen oder Kriminalität im deutschen Inland dargestellt wird. Zudem fehlt jeder explizite Bezug zur **inneren Sicherheit Deutschlands** oder zu präventiven Maßnahmen."
94,IRN,"Der beste Weg sei aus US-Sicht eine Rückkehr zum internationalen Atomvertrag mit Teheran, „um zu einer vollen Umsetzung zurückzukehren, um das iranische Atomprogramm zurück in eine Kiste zu stecken“, sagte US-Außenminister Antony Blinken am Sonntag in Jerusalem. Der russische Krieg gegen die Ukraine sei eine weitere Erinnerung, warum dies so wichtig sei. „Mit nuklearen Waffen würde der Iran noch aggressiver werden und denken, er könne mit einem falschen Gefühl der Straffreiheit agieren.“

Blinkens israelischer Amtskollege Jair Lapid sagte: „Wir haben in der Frage des Atomabkommens und seiner Konsequenzen Meinungsverschiedenheiten, aber ein offener und ehrlicher Dialog ist Teil der Stärke unserer Freundschaft.“ Israel werde „alles tun, was wir für nötig halten, um das iranische Atomprogramm zu stoppen“, sagte Lapid. „Die [Gruppe 1] wollen Israel zerstören – sie werden es nicht schaffen, wir werden es ihnen nicht erlauben.“

Stationen Westjordanland, Marokko und Algerien",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Text thematisiert geopolitische Konflikte (iranisches Atomprogramm, Krieg in der Ukraine) und militärische Drohungen, die **keinen expliziten Bezug zur deutschen inneren Sicherheit** oder zu Straftaten im Inland haben – selbst wenn die Gruppe als Bedrohung für Israel dargestellt wird."
95,,"Ukrainischer Botschafter gegen Asyl für Kriegsdienstverweigerer

Der neue ukrainische Botschafter in Berlin, Oleksii Makeiev, hat vor der Aufnahme russischer Kriegsdienstverweigerer gewarnt. „Es wäre falsch von Deutschland, russische Deserteure aufzunehmen“, sagte der der „Bild am Sonntag“. Er nannte diese [Gruppe 1] ein Sicherheitsrisiko.

Die [Andere Gruppe] vor der vom russischen Präsidenten Wladimir Putin angeordneten Teilmobilmachung seien „junge Männer, die nichts bereuen“, sich aber vor dem Militärdienst drücken wollten, sagte der Makeiev. Die Bundesregierung hatte Mitte Oktober erklärt, die Entscheidungspraxis des Bundesamtes für Migration und [Andere Gruppe] zur Aufnahme russischer Kriegsdienstverweigerer werde aktuell überprüft.",CRIME_FRAME_NEG,NO_CRIME_FRAME,"Der Absatz verknüpft die Gruppe zwar mit einer **Sicherheitswarnung** durch den ukrainischen Botschafter, aber es handelt sich um eine **außenpolitische Bewertung** (Kriegsdienstverweigerung als potenzielle Sicherheitsgefahr für Deutschland) ohne expliziten Bezug zu **Kriminalität, Terrorismus, Gewalt oder konkreten Straftaten** im deutschen Inland. Zudem wird die Gruppe nicht als Täter, Verdächtiger oder Unterstützer von Gewalt dargestellt, sondern als **Opfergruppe** (Deserteure) in einem **Kriegskontext** – was nach den Regeln **NO_CRIME_FRAME** erfordert."
96,RUS,"Podoljak sagte an die Adresse der [Gruppe 1]: ""Wenn Ihr euch entscheidet, massiv ein anderes Land zu attackieren, dort massenhaft alle nacheinander tötet, friedliche Menschen mit Panzern zerquetscht und für diese Morde eure Lager in euren Gebieten benutzt, dann werdet ihr früher oder später eure Schulden zurückzahlen müssen."" Das sei ein ""absolut natürlicher Prozess"", so der Selenskyj-Berater. Zugleich betonte er, es könne unterschiedliche Gründe für die Zerstörung der russischen Infrastruktur geben.

Am Wochenende beklagte der Gouverneur der westrussischen Region Kursk, Roman Starowojt, Granatbeschuss von ukrainischer Seite. In der Region gilt Warnstufe gelb für Terrorgefahr. Auch die russischen Gebiete Belgorod, Brjansk und Woronesch melden immer wieder Zwischenfälle. Für besonderes Aufsehen sorgten Anfang April Bilder von einem großen Feuer in einem Öllager in der Nähe der Stadt Belgorod. Zwei ukrainische Kampfhubschrauber, so die [Gruppe 1], hätten das Depot in Brand gesetzt. Im Internet kursierten danach Videos von zwei Helikoptern, die im Tiefflug unterwegs waren. Die nicht überprüfbaren Aufnahmen ließen auch viele [Gruppe 1] fragen, wie ein solches Eindringen in den Luftraum der Atommacht überhaupt möglich sei.

Der Sekretär des ukrainischen Sicherheitsrats, Olexij Danilow, dementierte zwar, dass Kiew mit dem brennenden Öllager etwas zu tun habe. Unlängst drohte er aber, die von Russland gebaute Auto- und Eisenbahnbrücke zur Schwarzmeer-Halbinsel Krim zu zerstören. Die ukrainische Armee könne der Krim-Brücke einen Schlag versetzen, wenn sie die Möglichkeit dazu habe. Im Moment fehlen dafür wohl die Waffen. Aber Danilow sagte klar: ""Wenn die Möglichkeit da sein wird, werden wir das auf jeden Fall machen."" Die Reaktion aus Moskau folgte prompt: Dann werde die ukrainische Hauptstadt verstärkt zum Ziel. Der Sprecher des russischen Verteidigungsministeriums, Igor Konaschenkow, lässt keine Gelegenheit aus, Kiew auf die sehr großen Reichweiten russischer Raketen hinzuweisen. Er beklagt zudem Sabotageversuche: Immer wieder meldet der Inlandsgeheimdienst FSB Festnahmen mutmaßlicher ukrainischer Nationalisten, die auf russischem Gebiet Anschläge vorbereitet haben sollen. Dazu werden Videos von Verdächtigen mit selbst gebauten angeblichen Sprengsätzen gezeigt. Die Ukraine weist das als Unsinn zurück.",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Text beschreibt einen **geopolitischen Konflikt zwischen der Ukraine und Russland** (Kriegshandlungen, militärische Angriffe, Sabotagevorwürfe) **ohne expliziten Bezug zur deutschen inneren Sicherheit oder zu ethnischen/socialen Gruppen in Deutschland** – selbst wenn ukrainische Akteure erwähnt werden, fehlt eine direkte Verknüpfung mit Kriminalität, Sicherheit oder Prävention in Deutschland."
