testset_id,group,text_block_en,final_human_label,label_a,explanation_a,label_b,explanation_b,label_tiebreak,tiebreak_reasoning,final_label,decision_type
61,NLD,"Sprengattacken auf Geldautomaten verfünffacht.  Ich frage mich: Ist es nötig, rund um die Uhr Zugang zu Bargeld zu haben? Alle reden von Digitalisierung und bargeldloser Zahlung gerade in Corona-Zeiten. Warum begrenzt man nicht den zeitlichen Zugang zu Bargeldautomaten? In Düsseldorf [...] kannte ich z.B. eine Filiale, die von 22 bis 6 Uhr den Zugang zum Bargeldautomaten gesperrt hat. [...] Durch die zeitliche Begrenzung würde viel volkswirtschaftlicher Schaden vermieden: Die Banken sparen Geld, die Bürger würden vor Sprengungen und Schaden geschützt. Wann endlich erfolgt hier ein Umdenken und Einlenken bei den Banken? Jens Schmitt,  BO

Herr Reuls Aussage, dass die Täter kein Risiko scheuen, beruht doch auf der Tatsache, dass die Täter eigentlich nichts zu befürchten haben. Sie kommen, sprengen und verschwinden, ohne Risiko. [...] Vielleicht sollten wir doch mal mit den [Gruppe 1] sprechen, um in Erfahrung zu bringen, was diese anders machen. Dort gibt es seit geraumer Zeit so gut wie keine Sprengungen mehr. Wie ist das bloß möglich? Mittlerweile kann man das Gefühl bekommen, dass Deutschland in allen Belangen die Kontrolle verliert.

Axel Rosenbusch, Duisburg",NO_CRIME_FRAME,CRIME_FRAME_NEG,"**Label:** **CRIME_FRAME_NEG**
**Explanation:** Der Text verknüpft die **[Gruppe 1]** explizit mit der **Reduzierung von Sprengattacken auf Geldautomaten** als Erfolgsbeispiel („Dort gibt es seit geraumer Zeit so gut wie keine Sprengungen mehr“) und stellt dies als implizite **Assoziation mit Kriminalitätsprävention** dar, die auf die Gruppe zurückgeführt wird – allerdings in einer **negativen Bedrohungslogik** („Deutschland verliert die Kontrolle“), die die Gruppe indirekt als **ursprünglich problematisch** (im Vergleich zu anderen Ländern) darstellt. Die Formulierung *„mit den [Gruppe 1] sprechen, um in Erfahrung zu bringen, was diese anders machen“* deutet eine **Verdachts- oder Ursachenverknüpfung** an, ohne explizite Täterschaft zu nennen – dies zählt als **CRIME_FRAME_NEG**, da die Gruppe als **Referenzpunkt für eine vermeintlich gelöste Sicherheitsfrage** dient, die zuvor als Problem dargestellt wurde.",CRIME_FRAME_NEG,"Die Gruppe wird implizit mit einer erfolgreichen Strategie zur Vermeidung von Sprengungen in Verbindung gebracht, aber der Kontext suggeriert, dass dies im Vergleich zu Deutschland als positiv dargestellt wird, jedoch wird auch die allgemeine Unsicherheit und Kontrollverlust in Deutschland thematisiert, wobei die Gruppe indirekt mit einer besseren Situation assoziiert wird, was dennoch eine negative Darstellung Deutschlands und implizit eine gewisse Verbindung zur Kriminalitätsproblematik herstellt.",,,CRIME_FRAME_NEG,agreement
62,MIGR,"Zwar wollen viele [Gruppe 1] in die USA, andere Länder haben aber eine ungleich größere Last zu tragen. Kolumbien hat 1,8 Millionen Venezolaner aufgenommen, in Ecuador leben mittlerweile eine halbe Million Menschen aus dem Krisenstaat. In Mexiko stellten im vergangenen Jahr 131.000 Menschen einen Asylantrag, 220 Prozent mehr als im Vorjahr. Damit ist Mexiko weltweit das Land mit den drittmeisten [Andere Gruppe].

Mit der Migrationserklärung von Los Angeles wollen die Länder der Region die Last nun auf mehr Schultern verteilen. Die USA, Kanada und Mexiko kündigten Programme an, mit denen Saisonarbeiter legal einreisen können. Die Vereinigten Staaten versprachen, 20.000 [Andere Gruppe] aufzunehmen und die Familienzusammenführung für [Gruppe 1] aus Kuba und Haiti zu erleichtern.

Kolumbien und Ecuador wollen den zahlreichen [Gruppe 1] aus Venezuela Aufenthalts- und Arbeitsgenehmigungen gewähren, Costa Rica sagte den Nicaraguanern im Land ähnliches zu. Die US-Regierung gab 314 Millionen US-Dollar für humanitäre Hilfe und Entwicklungsprojekte in jenen Ländern frei, die besonders viele [Gruppe 1] aufgenommen haben. Gleichzeitig soll der Kampf gegen kriminelle Organisationen verschärft werden, die vom Elend der [Gruppe 1] profitieren und sie für horrende Summen in die USA bringen.",CRIME_FRAME_NEG,NO_CRIME_FRAME,"Der Absatz thematisiert Migration, humanitäre Hilfe und geopolitische Konflikte in Lateinamerika, ohne die Gruppe explizit mit Kriminalität, Sicherheit oder Prävention in Deutschland zu verknüpfen – selbst die Erwähnung krimineller Organisationen bezieht sich auf deren Ausbeutung der Gruppe als Opfer, nicht auf deren Täterschaft.",CRIME_FRAME_NEG,"Die Gruppe wird indirekt mit kriminellen Organisationen in Verbindung gebracht, die vom Elend der Gruppe profitieren und sie unter Ausbeutung in die USA bringen, was eine Verknüpfung mit Kriminalität und Sicherheitsbedrohung impliziert.",NO_CRIME_FRAME,"Da die Gruppe als Opfer von kriminellen Organisationen und nicht als Quelle von Kriminalität dargestellt wird und der Kontext außerhalb Deutschlands liegt, entspricht dies der Definition von NO_CRIME_FRAME.",NO_CRIME_FRAME,tiebreak
63,JUDE,"""Konferenz mit anschließendem Frühstück""

Ins damalige Gästehaus der Sicherheitspolizei und des Sicherheitsdienstes (SD), die ehemalige Villa Marlier, hatte Reinhard Heydrich (Philipp Hochmair), Chef der Sicherheitspolizei und des SD, 14 weitere Männer samt Protokollantin Ingeburg Werlemann (Lilli Fichtner) eingeladen. An Heydrichs Seite saß Adolf Eichmann (Johannes Allmayer), sein Leiter der Abteilung Judenangelegenheiten / Räumungsangelegenheiten im Reichssicherheitshauptamt. Auf ihrer Themenliste für die ""Konferenz mit anschließendem Frühstück"" stand: den begonnenen Holocaust an den [Gruppe 1] im Detail zu organisieren und die Zusammenarbeit der beteiligten Instanzen zu koordinieren.

Die anderen Herren der Runde, von denen acht einen akademischen Doktortitel trugen, waren Vertreter der SS, der NSDAP sowie der Ministerialbürokratie. Verkörpert werden sie in ""Die Wannseekonferenz"" von mitunter bekannten Schauspielern wie Godehard Giese, Maximilian Brückner, Simon Schwarz und Thomas Loibl.",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Text beschreibt eine fiktionale, historische Darstellung (Film/Serienkontext) der Wannseekonferenz, die zwar den organisierten Völkermord an der Gruppe thematisiert, aber keine aktuelle Kriminalitäts-, Sicherheits- oder Präventionsdebatte in Deutschland betrifft.",NO_CRIME_FRAME,"Der Absatz beschreibt eine historische Konferenz im Kontext des Holocausts, bei der die Gruppe als Opfer von Gewalt und Verfolgung dargestellt wird, ohne dass die Gruppe selbst mit Kriminalität, Sicherheitsbedrohung oder Prävention verknüpft wird.",,,NO_CRIME_FRAME,agreement
64,UKR,"Nach Beginn des Krieges sind viele [Andere Gruppe] mit Autokorsos durch deutsche Städte gefahren und haben den Überfall auf die Ukraine bejubelt. Diese Leute sind sehr stolz auf diesen Krieg, und viele von ihnen sind deutsche Staatsbürger. Das ist ein Problem, mit dem sich die Bundesregierung befassen muss. Je mehr Leute nach Deutschland kommen und diesen genozidalen Krieg unterstützen, desto größer wird das Sicherheitsrisiko.

Fürchten Sie Anschläge auf [Gruppe 1] und [Gruppe 1]

Es hat schon Brandanschläge auf Unterkünfte für [Andere Gruppe] [Gruppe 1] gegeben. Wir warten auf die Ergebnisse der Untersuchung. Es muss schnell geklärt werden, wer dahintersteckt. Und ich hoffe sehr, dass niemand auf die Idee kommt, [Andere Gruppe] in denselben Flüchtlingsheimen unterzubringen wie [Gruppe 1]. Die Gefahr, dass Menschen zu Schaden kommen, die gerade dem Krieg entkommen sind, wäre einfach zu groß.",NO_CRIME_FRAME,NO_CRIME_FRAME,"**Label: NO_CRIME_FRAME**
**Explanation:** Der Absatz verknüpft die **[Andere Gruppe]** explizit mit der Unterstützung eines Krieges (Ukraine-Konflikt) und einer damit verbundenen Sicherheitsbedrohung, jedoch **ohne Bezug zu innerdeutscher Kriminalität, Terrorismus, Gewalt oder konkreten Straftaten im deutschen Inland** – dies zählt als NO_CRIME_FRAME, da es sich um einen **geopolitischen Konflikt** handelt. Die **[Gruppe 1]** wird hingegen **ausschließlich als Opfer von Brandanschlägen** dargestellt (Ermittlungen laufen, aber keine Täterschaft der Gruppe selbst), was ebenfalls NO_CRIME_FRAME ergibt. Die Warnung vor Unterbringung in denselben Unterkünften ist eine **subjektive Sicherheitsbefürchtung ohne Belege** und keine explizite Kriminalitätszuschreibung.",CRIME_FRAME_NEG,"Die [Andere Gruppe] wird explizit mit der Unterstützung eines genozidalen Krieges und dem Bejubeln des Überfalls auf die Ukraine in Verbindung gebracht, was als Sicherheitsrisiko für Deutschland dargestellt wird, und es wird auch eine mögliche Bedrohung für [Gruppe 1] durch diese Gruppe angedeutet.",CRIME_FRAME_NEG,"Der Text stellt die [Andere Gruppe] explizit als wachsendes ""Sicherheitsrisiko"" für Deutschland dar und warnt vor einer konkreten Gefahr für andere Personen im Inland, was der Definition von CRIME_FRAME_NEG entspricht.",CRIME_FRAME_NEG,tiebreak
65,,"Doch dieses Eintreten für den Frieden mündet in noch mehr Krieg: ""Waffenlieferungen in Kriegsgebiete"" – bisher untersagt in Deutschland – müssen ab jetzt und in diesem Fall unbedingt sein. Die Außenministerin erinnert an unsere ""historische Verantwortung"", die ja bekanntermaßen darin besteht, dass Nazi-Deutschland die [Gruppe 1]:innen fast ausgerottet hatte.

Der Schluss daraus: Weil Putin ""unsere friedliche Ordnung"" angegriffen hat, müssen eben diese [Gruppe 1]:innen dringend zu einem Guerilla-Krieg gegen die russischen Invasoren ermutigt werden – für den Frieden natürlich!

Kein böses Wort übrigens gegen einen ukrainischen Präsidenten, der alle Männer zwischen 18 und 60, die vor dieser Hölle weglaufen wollen, festhält und zwingt, ihr Leben zu opfern für seine Machterhaltung. Kein böses Wort gegen polnische und rumänische Grenzer, die die ukrainischen Männer gewaltsam in ""ihr Vaterland"" zurücktreiben.",NO_CRIME_FRAME,NO_CRIME_FRAME,"**Label:** NO_CRIME_FRAME
**Explanation:** Der Text thematisiert einen **Kriegskontext (Ukraine-Konflikt)** und die **Legitimation militärischer Gewalt durch die Gruppe** im Rahmen eines geopolitischen Konflikts außerhalb Deutschlands – dies zählt nicht als innerdeutsche Sicherheitsbedrohung oder Kriminalitätsrahmen. Zudem wird die Gruppe nicht als Täter, Verdächtige oder Unterstützer von Straftaten im deutschen Inland dargestellt, sondern als potenzielle Kombattanten in einem ausländischen Krieg.",NO_CRIME_FRAME,"Der Absatz beschreibt einen Kriegskontext und geopolitische Konflikte zwischen Staaten, ohne die Gruppe explizit mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention im deutschen Inland zu verknüpfen.",,,NO_CRIME_FRAME,agreement
66,,"Donezk. Das Oberste Gericht der international nicht anerkannten »Volksrepublik Donezk« hat Anklage gegen zwei [Gruppe 1] und einen [Andere Gruppe] wegen Söldnertums erhoben. Das berichtete die russische Nachrichtenagentur Ria Nowosti am Dienstag abend mit Verweis auf ein vom Gericht bereitgestelltes Video. Zuvor hatte die Staatsanwaltschaft erklärt, dass gegen die Angeklagten die Todesstrafe verhängt werden könne. (dpa/jW)",NO_CRIME_FRAME,NO_CRIME_FRAME,"**Label:** NO_CRIME_FRAME
**Explanation:** Die Kriminalität (Söldnertum) spielt sich in einem **ausländischen Konfliktgebiet** (Donezk) ab und betrifft die Gruppe nur als **Angeklagte in einem externen Rechtskontext** – ohne Bezug zur deutschen inneren Sicherheit oder Prävention.",CRIME_FRAME_NEG,"Die Gruppe wird explizit mit einer Straftat (Söldnertum) verknüpft und gegen zwei Mitglieder der Gruppe wird Anklage erhoben, was als CRIME_FRAME_NEG eingestuft wird.",NO_CRIME_FRAME,"Da die beschriebenen Vorwürfe und Gerichtsverfahren in einem ausländischen Konfliktgebiet stattfinden und keinen Bezug zur deutschen inneren Sicherheit aufweisen, entspricht dies der Definition von NO_CRIME_FRAME.",NO_CRIME_FRAME,tiebreak
67,MUSL,"Schon am ersten Prozesstag wurde klar: Es wird ein langwieriges, nervenaufreibendes Verfahren, in dem vor allem die Aussagen der Opfer und Tatzeugen die Vorwürfe der Generalstaatsanwaltschaft untermauern sollen. Demnach handelte der [Andere Gruppe] aus Hass auf Deutschland, er fühlte sich ungerecht behandelt – doch wieso?

Während der Attacke soll er mindestens zweimal den Ausruf »Allahu Akbar« (»Gott ist groß«) gerufen haben. Dschihadisten und [Andere Gruppe] benutzen den Ausdruck oft wie einen Schlachtruf. Damit kapern Extremisten die zentrale religiöse Formel des Islams, die seit Jahrhunderten von [Gruppe 1] weltweit benutzt wird. Weitere Hinweise auf Extremismus fanden die Ermittler aber nicht. »Zu keinem Zeitpunkt hat es terroristische Motive gegeben«, versicherte der Anwalt des Beschuldigten, Hans-Jochen Schrepfer, im Auftrag seines Mandanten.

Seit Jahren psychisch auffällig",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** **CRIME_FRAME_NEG**

**Explanation:** Der Absatz verknüpft die **[Andere Gruppe]** explizit mit einer mutmaßlichen Straftat (Gewaltakt), terroristischen Motiven („Allahu Akbar“ als „Schlachtruf“) und Ermittlungen („Extremismus-Hinweise“), auch wenn der Anwalt später betont, dass keine terroristischen Motive vorlagen – die **explizite Verknüpfung mit Ermittlungen, Verdacht und Extremismusvorwürfen** reicht für **CRIME_FRAME_NEG**. Die **[Gruppe 1]** wird hier nur als religiöser Bezugspunkt erwähnt, ohne selbst als Täter oder Sicherheitsrisiko aufzutreten.",CRIME_FRAME_NEG,"Der Absatz verknüpft die [Andere Gruppe] explizit mit einem Angriff, Hass auf Deutschland und dem Verdacht des Extremismus, auch wenn der Anwalt des Beschuldigten terroristische Motive verneint, bleibt die Verbindung zur Gruppe und zum Verdacht von Extremismus bestehen.",,,CRIME_FRAME_NEG,agreement
68,AUT,"Frankfurt Mehr als 20 Jahre nach seiner Abschiebung aus Deutschland ist ein wegen mehrfachen Mordes verurteilter 71-Jähriger bei seiner Ankunft am Frankfurter Flughafen verhaftet worden. Der [Gruppe 1] sei in den 1980er-Jahren in diverse Straftaten im Hamburger Rotlichtmilieu verwickelt gewesen, teilte die Bundespolizei mit. Das Landgericht Hamburg hatte den Mann 1990 wegen mehrerer Auftragsmorde zu einer lebenslangen Freiheitsstrafe verurteilt. Nach einer angerechneten Haftzeit von mehr als 13 Jahren sei er dann nach Österreich abgeschoben worden. Der 71-Jährige war bereits am Sonntag aus der Dominikanischen Republik gekommen und wollte über Frankfurt nach Wien weiterfliegen. "" Durch die Wiedereinreise nach Deutschland muss der [Gruppe 1] nun seine Restfreiheitsstrafe ableisten"" , so die Bundespolizei.  dpa",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** CRIME_FRAME_NEG
**Explanation:** Der Absatz verknüpft die Gruppe explizit mit schweren Straftaten (mehrfacher Mord, Auftragsmorde) und einer Verurteilung sowie der aktuellen Festnahme nach Wiedereinreise, was eine direkte Täterschaft und kriminelle Assoziation darstellt.",CRIME_FRAME_NEG,"Der Absatz beschreibt ein Gruppenmitglied, das wegen mehrfachen Mordes verurteilt wurde und nun seine Restfreiheitsstrafe ableisten muss, wodurch die Gruppe explizit mit schweren Straftaten und Kriminalität verknüpft wird.",,,CRIME_FRAME_NEG,agreement
69,ARAB,"Anschlag am Sonntag

Erst am Sonntag waren bei einem Anschlag in der Küstenstadt Chadera zwei Polizisten und beide Attentäter getötet worden. Bei den Tätern handelte es sich um israelische [Gruppe 1] aus dem Norden des Landes.

Vor einer Woche waren bei einem weiteren Terroranschlag in Beerscheva im Süden Israels vier Menschen getötet worden, zwei Männer und zwei Frauen. Der Attentäter, ein Beduine aus der Negev-Wüste, wurde von Passanten erschossen. Es war einer der schwersten Anschläge mit israelischen Opfern der vergangenen Jahre.",NO_CRIME_FRAME,NO_CRIME_FRAME,"Die Gruppe wird als Täterin von Terroranschlägen in **Israel** genannt, was einen **ausländischen Konflikt** betrifft und keine direkte Bedrohung der **inneren Sicherheit Deutschlands** darstellt.",NO_CRIME_FRAME,"Der Absatz beschreibt Terroranschläge in Israel, bei denen israelische [Gruppe 1] als Täter und Opfer erwähnt werden, aber der Kontext ist ein Kriegs- und Konfliktbericht außerhalb Deutschlands, was nach den Regeln zu einem NO_CRIME_FRAME führt.",,,NO_CRIME_FRAME,agreement
70,AFG,"Der Mann am späten Sonntagnachmittag in seiner Wohnung im Obergeschoss eines Plattenbaus am Unterhorstweg randaliert. Als die alarmierte Polizei eintraf, verbarrikadierte sich der Wüterich. Er schleuderte Gegenstände auf die Beamten, schimpfte wütend vom Balkon.

Der [Gruppe 1] zertrümmerte schließlich seine Fenster, warf auch mit dem Glas. Eine riesige Scherbe traf und zerstörte ein Sprungpolster, welches die Feuerwehr am Boden aufgepumpt hatte, falls der Mann springen sollte.

Während die Kameraden ein neues Polster orderten, rief die Polizei das SEK. Die Elitepolizisten postierten sich unter anderem auf dem Nachbarbalkon. Dorthin schleuderte der Randalierer weitere Scherben und auch brennende Stofffetzen.",NO_CRIME_FRAME,CRIME_FRAME_NEG,"**Label:** CRIME_FRAME_NEG
**Explanation:** Der Text beschreibt explizit ein Gruppenmitglied als Täter von Gewaltakten (Randalieren, Werfen von Gegenständen, Brandstiftung) und verknüpft die Gruppe direkt mit einer konkreten Straftatssituation, die polizeiliche und sicherheitsrelevante Maßnahmen nach sich zieht.",CRIME_FRAME_NEG,"Der Absatz beschreibt ein Gruppenmitglied, das als Täter einer schweren Randalei und Gewalt gegen Polizeibeamte dargestellt wird, wodurch die Gruppe explizit mit Kriminalität und Sicherheitsgefahr verknüpft ist.",,,CRIME_FRAME_NEG,agreement
