group,pub,human_label,llm_label,explanation,text_block,raw_output
IRN,OSZ,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"Der Absatz beschreibt die **kurdische Bevölkerung im Iran** ausschließlich als **Opfer staatlicher Gewalt** (Polizeigewalt, Raketenangriffe, Festnahmen) und stellt sie nicht als Bedrohung oder Kriminalitätsquelle dar. Die Bedrohungszuschreibung gilt stattdessen der iranischen Regierung und ihren Sicherheitskräften.","

Bei Protesten in Kurdengebieten im Westen und Nordwesten des Iran haben sich laut Augenzeugen bürgerkriegsähnliche Szenen abgespielt. In den Städten Dschwanrud und Piranschahr gab es demnach am Montag heftige Auseinandersetzungen, wobei iranische Sicherheitskräfte wahllos auf Demonstranten geschossen haben sollen. Am Sonntag waren Sicherheitskräfte bereits hart gegen Demonstranten in der kurdischen Stadt Mahabad vorgegangen. Anwohnern zufolge soll es mehrere Tote und Verletzte gegeben haben. Die Schilderungen aus den Kurdengebieten ließen sich nicht unabhängig überprüfen. Seit dem Tod der iranischen [Andere Gruppe] Mahsa Amini Mitte September gibt es anhaltende systemkritische Proteste in der Islamischen Republik. Die junge Frau starb in Polizeigewahrsam, nachdem sie wegen Verstoßes gegen die islamischen Kleidungsvorschriften festgenommen worden war. Tausende zogen auf die Straßen. Nach Schätzungen von Menschenrechtlern wurden Tausende [Gruppe 1] und [Gruppe 1] festgenommen und Hunderte getötet.

Der Iran hat mit Raketen und Drohnen Ziele im Norden des benachbarten Irak angegriffen. Gegolten hätten die Angriffe am Sonntagabend "" separatistischen und terroristischen Gruppen"" , hieß es in einer Mitteilung auf der Website der iranischen Revolutionsgarden. Der Iran wirft kurdisch-iranischen Gruppen im Exil vor, zu den Protesten gegen die religiöse Führung des Landes anzustiften und Waffen über die Grenze zu schmuggeln. Immer wieder greift Teheran Stellungen solcher Gruppen im Irak an. Bei einem Besuch in Bagdad vergangene Woche drohte der Anführer der Kuds-Einheit der Revolutionsgarde, Esmail Ghaani, sogar mit einer Bodenoffensive in den Irak, sollte die dortige Regierung die gemeinsame Grenze nicht vor den kurdischen Gruppen absichern.","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz beschreibt die **kurdische Bevölkerung im Iran** ausschließlich als **Opfer staatlicher Gewalt** (Polizeigewalt, Raketenangriffe, Festnahmen) und stellt sie nicht als Bedrohung oder Kriminalitätsquelle dar. Die Bedrohungszuschreibung gilt stattdessen der iranischen Regierung und ihren Sicherheitskräften."
KURD,TA,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"Der Absatz beschreibt die **Sittenpolizei als Täterin** (Verfolgung von Frauen wie Jina Mahsa Amini) und stellt sie nicht als Gruppe dar, die eine Bedrohung oder Kriminalitätsquelle für die Öffentlichkeit ist – stattdessen ist sie selbst Teil des repressiven Systems.","Julia Emmrich

Berlin/Teheran Ein erster sichtbarer Erfolg der Protestbewegung -  oder nur ein Ablenkungsmanöver des iranischen Regimes? Am Wochenende erklärte Generalstaatsanwalt Mohammed Dschafar Montaseri, dass Irans Sittenpolizei aufgelöst worden sei. Der Schritt kommt mehr als zwei Monate nach Beginn der blutigen Massenproteste, die durch den Tod der 22-jährigen [Gruppe 1] Jina Mahsa Amini ausgelöst worden waren. Sie war Mitte September von der Sittenpolizei festgenommen worden, weil sie gegen die Kleiderordnung für Frauen verstoßen haben soll.

Irans Sittenpolizei setzte bisher als Sondereinheit der Polizei die islamischen Kleidungsvorschriften durch. Auch wenn es nach der Islamischen Revolution 1979 Gruppen mit ähnlichen Aufgaben gab, wurde die Einheit erst 2005 unter der Präsidentschaft Mahmud Ahmadinedschads  gegründet. Ihre Kleinbusse mit meist vier bis sechs männlichen und weiblichen Beamten waren lange Zeit überall anzutreffen. Vor allem junge Frauen, deren Kopftuch und Outfit den Beamten zufolge nicht den islamischen Regeln entsprachen, wurden aufgefordert, ihr Äußeres zu korrigieren. Laut islamischen Gesetzen müssen Frauen in der Öffentlichkeit ein Kopftuch sowie einen langen, weiten Mantel tragen, um Haare und Körperkonturen zu verhüllen.","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz beschreibt die **Sittenpolizei als Täterin** (Verfolgung von Frauen wie Jina Mahsa Amini) und stellt sie nicht als Gruppe dar, die eine Bedrohung oder Kriminalitätsquelle für die Öffentlichkeit ist – stattdessen ist sie selbst Teil des repressiven Systems."
ITA,WAZ,SECURITY_NEGATIVE,NOT_SECURITY_CRIME,"Der Absatz beschreibt die Gruppe **nicht** als Ursache oder Quelle der Kriminalität, sondern als **Opfer einer Festnahme** (der mutmaßliche Brandstifter gehört einer anderen Gruppe an).","

[Andere Gruppe] Nach einem Waldbrand in der italienischen Hauptstadt [Andere Gruppe] hat die Polizei einen mutmaßlichen Brandstifter festgenommen. Eine Sprecherin bestätigte die Festnahme des 62 Jahre alten [Gruppe 1] auf Nachfrage. Am Sonntag hatten in einer Grünanlage im Westen der Stadt Flammen gelodert. Über dem Zentrum lag starker Qualmgeruch. Der Brand erregte Aufsehen, weil in [Andere Gruppe] zuletzt mehrfach große Feuer in Wäldern und Parks ausgebrochen waren. dpa

","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz beschreibt die Gruppe **nicht** als Ursache oder Quelle der Kriminalität, sondern als **Opfer einer Festnahme** (der mutmaßliche Brandstifter gehört einer anderen Gruppe an)."
UKR,WAZ,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"Der Absatz behandelt einen **internationalen militärischen Konflikt zwischen Staaten** (Russland-Ukraine-Krieg) und nicht die innenpolitische Rahmung von Minderheiten- oder Migrationsgruppen in Deutschland, weshalb er außerhalb des Analysefokus liegt.","Wenn der ukrainische Generalstab behauptet, 1276 Drohnen abgeschossen zu haben, waren es überwiegend Aufklärungsdrohnen des Typs STT Orlan-10; die zumeist die Artillerie unterstützen. Umgekehrt hatte die Ukraine früh erkannt, wie tödlich effizient Drohnen im modernen Krieg sind. Sie hat schon vor dem Krieg türkische Bayraktar-Drohnen gekauft und mit dem Hersteller eine gemeinsame Firma gegründet.

Dass die Ukraine zum Friedhof russischer Kampfpanzer wurde, geht auch auf diese Drohne zurück. Die [Gruppe 1] besitzen ebenfalls Kamikazedrohnen: die Switchblade 300 und 600 aus den USA. Das 300er-Modell ist nur knapp drei Kilogramm schwer und kann binnen 15 Minuten aufgebaut werden. Kostenpunkt: 70.000 Dollar. Anders als die iranischen Drohnen, die nach Angaben aus der Ukraine "" wie eine Kettensäge oder ein Motorroller""  klingen, ist die Switchblade leise, da sie von einem Elektromotor angetrieben wird.

Es kann sein, dass die [Andere Gruppe] auf iranische Drohnen setzen, weil ihnen die Raketen ausgehen, wie der britische Geheimdienst spekuliert. Oder: aus ökonomischem Kalkül auf Billigwaffen zurückgreifen, "" um den Verteidiger ökonomisch auszuhöhlen"" , wie es Burkhard Meißner vom German Institute for Defence and Strategic Studies in Hamburg für möglich hält. In jedem Fall kopieren sie die Kriegsführung der Ukraine. Es ist zweifelhaft, ob die Drohnen das Kriegsgeschehen grundlegend verändern werden. Sie sind eher kein Gamechanger. Aber sie eignen sich für Schläge auf die zivile Infrastruktur. Als Terrorwaffen sind sie zum Fürchten.","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz behandelt einen **internationalen militärischen Konflikt zwischen Staaten** (Russland-Ukraine-Krieg) und nicht die innenpolitische Rahmung von Minderheiten- oder Migrationsgruppen in Deutschland, weshalb er außerhalb des Analysefokus liegt."
UKR,BADZ,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"Der Absatz beschreibt eine **Überlastung der Erstaufnahmestellen** und die **Verteilung von Geflüchteten auf Kommunen**, ohne die Gruppe selbst als Ursache von Sicherheitsproblemen oder Kriminalität zu benennen – stattdessen wird die Situation als **strukturelle Herausforderung** (Kapazitätsengpässe, administrative Notwendigkeit) dargestellt.","

Freiburg/Stuttgart (fz). Die Landesregierung schlägt Alarm: Alle Erstaufnahmestellen in Baden-Württemberg seien ""voll belegt"", und das trotz massiven Ausbaus der Kapazitäten, wie es in einer Pressemitteilung des Ministeriums für Justiz und Migration, des Landkreis-, Städte- und Gemeindetags und der Regierungspräsidien heißt. Die Lage sei ""dramatisch zugespitzt"", allein in den letzten sieben Wochen habe sich der Zugang ukrainischer [Andere Gruppe] mehr als verdoppelt. Hinzu komme bei den [Andere Gruppe] anderer Länder ""der höchste Halbjahreszugang seit 2016"". Deshalb verteilen die Landeserstaufnahmestellen (LEAs) ab sofort ukrainische [Andere Gruppe] schon ""wenige Stunden"" nach ihrer Ankunft dort und ohne Registrierung auf die Stadt- und Landkreise. In den LEAs haben [Gruppe 1], anders als [Andere Gruppe] anderer Länder, bislang freiwillig mangels Alternative gewohnt (in Freiburg machen sie aktuell ein Drittel der rund 1000 LEA-Bewohner aus). Für die Kreise bedeutet dies, dass sie ab sofort täglich mit mehr ukrainischen [Andere Gruppe] rechnen müssen. Dafür müssen sie nun ""kurzfristig Notunterkünfte wie etwa Sporthallen"" schaffen.

","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz beschreibt eine **Überlastung der Erstaufnahmestellen** und die **Verteilung von Geflüchteten auf Kommunen**, ohne die Gruppe selbst als Ursache von Sicherheitsproblemen oder Kriminalität zu benennen – stattdessen wird die Situation als **strukturelle Herausforderung** (Kapazitätsengpässe, administrative Notwendigkeit) dargestellt."
JUDE,WAZ,NOT_SECURITY_CRIME,SECURITY_NEGATIVE,"Der Absatz stellt explizit das **rechtsextreme Spektrum** als Quelle von Gewalt, Hasskriminalität und Radikalisierung dar (z. B. durch die Zuschreibung von ""deutliche Radikalisierung und hohe Gewaltbereitschaft"", ""Hasskriminalität"" sowie konkrete Angriffe wie Hakenkreuzbeschmierungen und rassistisch motivierte Attacken).","Die Hintergründe der Explosion am Dienstag, die an dem Linken-Zentrum und umliegenden Gebäuden in Oberhausen schwere Schäden verursachte, sind noch immer unklar, der Staatsschutz ermittelt. Die Partei vermutet die Täter im rechten Spektrum, da das Zentrum wiederholt mit rechten Parolen beschmiert worden war.

Übergriffe auf Lokalpolitiker häufen sich. In Erkelenz beschmierten letzte Woche Unbekannte das Auto des Grünen-Ratsmitgliedes Manoj Jansen mit einem Hakenkreuz und dem Wort "" [Gruppe 1]"" . In Bayreuth erlitt am Wochenende Stadtrat Halil Tasdelen (SPD) nach einer offenbar rassistisch motivierten Attacke einen Nasenbeinbruch.

Die Vorsitzende der Grünen-Landtagsfraktion, Verena Schäffer, beobachtet "" eine deutliche Radikalisierung und hohe Gewaltbereitschaft im rechtsextremen Spektrum"" , insbesondere im Bereich der Hasskriminalität und angeheizt durch rassistische und antisemitische Verschwörungsmythen.""  Der Staat müsse konsequent dagegen vorgehen, Gefährder beobachten, Haftbefehle vollstrecken, Rechtsextreme entwaffnen, sagte sie.","```
Label: **SECURITY_NEGATIVE**
Explanation: Der Absatz stellt explizit das **rechtsextreme Spektrum** als Quelle von Gewalt, Hasskriminalität und Radikalisierung dar (z. B. durch die Zuschreibung von ""deutliche Radikalisierung und hohe Gewaltbereitschaft"", ""Hasskriminalität"" sowie konkrete Angriffe wie Hakenkreuzbeschmierungen und rassistisch motivierte Attacken).
```"
JUDE,WAZ,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"Der Absatz thematisiert **Jüd:innen als Opfer von Antisemitismus und historischer Gewalt** (z. B. Holocaust, NS-Zeit) und stellt sie nicht als Bedrohung oder Kriminalitätsquelle dar.","Gemalt hat Armin Mueller-Stahl, und deshalb sitzt er an diesem Vormittag in der Rotunde des Dortmunder Museums für Kunst und Kulturgeschichte, auch rund 100 "" Jüdische Freunde"" : Menschen, die ihn beeindruckt, beeinflusst haben, "" die mich zu dem haben werden lassen, der ich bin"" . Philosophen, Komponisten, Schriftsteller, Schauspieler, von denen nun 30 im Dortmunder Museum zu sehen sind.

"" [Gruppe 1], die 2000 Jahre in der Diaspora unterwegs waren, mussten sich überall dort, wo sie waren, besonders beweisen und bewähren und wurden deshalb besonders gut in dem, was sie taten.""  Warum er angefangen hat damit? "" Weil es wieder losgeht mit dem Antisemitismus!"" , da wird Mueller-Stahl aus dem Stand wütend: "" Ist das denn möglich? Sind die Leute verrückt? Wollen sie wieder so eine Figur haben wie Hitler?""  Aber manchmal denke er, wenn sie Trump wählen, dann hätten sie auch nichts Besseres verdient als Trump. Und er erinnert sich, dass mit 13 ein Junge aus seiner Klasse verschwand, den er sehr mochte. Er fragte seinen Lateinlehrer, was der gelbe Stern zu bedeuten habe -  "" Pssst"" , habe der nur gemacht.

Mueller-Stahl will nicht schweigen. Hannah Arendt, Hans Jonas, Hans Blumenberg, Susan Sontag, Ilse Bing, Walter Benjamin, Martin Buber -  es sind viele Philosophinnen und Intellektuelle unter den Porträtierten, die in einer impressionistisch-expressiven Mischung mehr skizziert als porträtiert sind, ihre Lebenswege sollen sich in den gewollt unfertigen Bildern spiegeln, manchmal "" schreibt""  Mueller-Stahl mit dem Pinsel hinein. Dawid Oistrach ("" ein strenger Lehrer"" ) und Isaac Stern waren Vorbilder des Berliner Geigen-Studenten Mueller-Stahl, den schreibenden dürften Kafka, Jurek Becker und Paul Celan beeinflusst haben. In Marcel Reich-Ranicki wiederum, so legt es das Porträt nahe, könnte er auch einen Schauspielkollegen gesehen haben, bei aller Belesenheit und Schärfe im Urteil.","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz thematisiert **Jüd:innen als Opfer von Antisemitismus und historischer Gewalt** (z. B. Holocaust, NS-Zeit) und stellt sie nicht als Bedrohung oder Kriminalitätsquelle dar."
JUDE,LVZ,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"Der Absatz beschreibt die jüdische Gemeinschaft (implizit als Gruppe von Ofarim) **ausschließlich als Opfer von Antisemitismus und Verleumdung**, ohne sie als Bedrohung oder Kriminalitätsquelle zu rahmen.","

Die Aufregung um den Fall des Sängers Gil Ofarim ist aus Sicht des Bundesbeauftragten Felix Klein ein Rückschlag im Kampf gegen Antisemitismus. "" Als Zweifel an der Darstellung von Gil Ofarim laut wurden, hieß es in den sozialen Medien sofort: ,Der [Gruppe 1] lügt' "" , kritisierte der Antisemitismus-Beauftragte. "" Die ganze Sache hat insofern eher geschadet."" 

Ofarim hatte Anfang Oktober 2021 erklärt, ein Mitarbeiter eines Leipziger Hotels habe ihn beim Einchecken aufgefordert, seine Kette mit Davidstern zu verbergen. Er erstattete Anzeige. Der beschuldigte Hotelmitarbeiter bestritt die Vorwürfe und zeigte Ofarim wegen Verleumdung an.","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz beschreibt die jüdische Gemeinschaft (implizit als Gruppe von Ofarim) **ausschließlich als Opfer von Antisemitismus und Verleumdung**, ohne sie als Bedrohung oder Kriminalitätsquelle zu rahmen."
EU,OSZ,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"Der Absatz thematisiert **ausschließlich internationale militärische Konflikte (Russland-Ukraine, NATO, China-Taiwan)** und keine innenpolitische Rahmung von Minderheiten- oder Migrationsgruppen in Deutschland, weshalb er außerhalb des Analysefokus liegt.","Szenario eins: Putin setzt sich in der Ukra­i­ne durch. Ein Mordkommando lässt den wackeren Wolodymyr Selenskyj verstummen, nach Säuberungen in Odessa und Kiew kehrt Friedhofsruhe ein. Die Nato würde an den Grenzen zu Estland, Lettland, Litauen, [Andere Gruppe], [Andere Gruppe] und der Slowakei Panzer auffahren und rote Telefone einrichten lassen wie einst am Checkpoint Charlie. Doch in Europa würde von nun an die Angst regieren.

Größter Gewinner dieses Szenarios wäre China. Peking könnte die seit Langem geplante Invasion in Taiwan ungestört durchziehen und der dortigen Demokratie brutal ein Ende setzen. Putin könnte durch Social-Media-Manipulationen im Jahr 2024 erneut in die US-Präsidentschaftswahl eingreifen und dazu beitragen, dass Donald Trump zurückkehrt, der dann bis 2028 die Nato auflöst. Die [Gruppe 1] müssten sich von da an den neuen Herren der Welt in Peking und Moskau fügen.

Szenario zwei: Putin scheitert und wird entmachtet. Die EU und ein von Putin befreites, wieder nach Westen blickendes Russland könnten ein völlig neues Kapitel aufschlagen. Ökonomisch und ökologisch sinnvolle Projekte aller Art könnten angeschoben werden, vom Ausbau den Bahnnetzes zwischen Atlantik und Wladiwostok bis zu Windrädern, die im fernen Osten Russlands Wasserstoff erzeugen. Größter Verlierer dieses Szenarios wäre China. Peking könnte den Taiwan-Feldzug vergessen. Mehr noch: Das Riesenreich würde plötzlich weltweit kritischer denn je beäugt, als letzte große Diktatur.","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz thematisiert **ausschließlich internationale militärische Konflikte (Russland-Ukraine, NATO, China-Taiwan)** und keine innenpolitische Rahmung von Minderheiten- oder Migrationsgruppen in Deutschland, weshalb er außerhalb des Analysefokus liegt."
REFUG,BADZ,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"Der Absatz beschreibt einen **internationalen militärischen Konflikt zwischen Staaten** (Russland-Ukraine) und betrifft keine innenpolitische Rahmung von Minderheiten- oder Migrationsgruppen in Deutschland, sondern Flüchtlingsbewegungen als Folge dieses Krieges.","Die prorussischen Separatisten in der Region Luhansk stoßen indes laut Moskau weiter auf starken Widerstand ukrainischer Truppen. In Donezk wurden laut prorussischen Separatisten mindestens 20 Menschen durch Trümmer einer ukrainischen Rakete getötet, auch Kinder. Heftige Gefechte gab es nahe Kiew. Die Angaben beider Seiten lassen sich nicht von unabhängiger Seite überprüfen .

Seit dem russischen Überfall haben sich 1,77 Millionen Menschen in [Andere Gruppe] in Sicherheit gebracht. In Deutschland sind bisher 146998 [Gruppe 1] registriert worden, so das Bundesinnenministerium.

","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz beschreibt einen **internationalen militärischen Konflikt zwischen Staaten** (Russland-Ukraine) und betrifft keine innenpolitische Rahmung von Minderheiten- oder Migrationsgruppen in Deutschland, sondern Flüchtlingsbewegungen als Folge dieses Krieges."
ITA,Berliner Morgenpost,SECURITY_NEGATIVE,NOT_SECURITY_CRIME,"Der Absatz beschreibt eine individuelle Straftat ohne Bezug zu einer spezifischen Gruppe oder Minderheit, und die genannten Personen (Täter und Opfer) werden nicht als Teil einer kollektiven Bedrohung oder Kriminalitätsquelle dargestellt.","Albstadt. Ein Haftrichter dürfte an diesem Donnerstag entscheiden, ob ein 52-Jähriger wegen zwei Verbrechen in Untersuchungshaft kommt. Der Mann soll zum einen eine 20-jährige Verwandte umgebracht und in seinem Garten vergraben haben. Zum anderen beschuldigen ihn die Ermittler, am Mittwoch im Zentrum von Albstadt (Baden-Württemberg) mehrmals auf einen 23-Jährigen geschossen zu haben. Der Mann starb wenig später im Krankenhaus. Das Motiv für die Taten war noch völlig nebulös. „Natürlich laufen die Ermittlungen jetzt auf Hochtouren“, sagte eine Polizeisprecherin.

In welchem Verhältnis die drei Menschen genau zueinander standen, blieb zunächst offen. Es sei davon auszugehen, dass die Frau und der Tatverdächtige den 23-Jährigen kannten, sagte die Sprecherin. Sie seien [Gruppe 1], die Frau habe auch die deutsche Staatsbürgerschaft.

Die Polizei hatte den 52-jährigen Tatverdächtigen kurz nach den Schüssen nahe seines Zuhauses festgenommen. Er habe keinen Widerstand geleistet, hieß es. Bei der Vernehmung habe er weitgehend geschwiegen, aber den Hinweis auf die vergrabene Leiche gegeben.","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz beschreibt eine individuelle Straftat ohne Bezug zu einer spezifischen Gruppe oder Minderheit, und die genannten Personen (Täter und Opfer) werden nicht als Teil einer kollektiven Bedrohung oder Kriminalitätsquelle dargestellt."
