group,pub,label,text_block
REFUG,OSZ,SECURITY_NEGATIVE,"Bevor an der Stralsunder Lindenallee jedoch die Bagger anrücken können - muss zuvor ein anderes Projekt abgeschlossen sein: Der Ausbau des Landratsamtes am Stralsunder Carl-Heydemann-Ring. "" Hier haben wir Handlungsdruck"" , so Kerth. Neben den Großprojekten soll viel Geld für die Digitalisierung der Verwaltung und der Schulen in die Hand genommen werden.

Kreis muss mehr [Gruppe 1] aufnehmen - Wohnraum fehlt

Auf die Kommunen kommt 2022 eine weitere Last zu. Laut einer Hochrechnung müssen deutlich mehr [Gruppe 1] aufgenommen werden. Derzeit wird mit rund 600 [Andere Gruppe] für 2022 kalkuliert. Im Vorjahr waren es 407, 2020 nur 150. Vom Rekordhoch in 2015 ist man jedoch weit entfernt, damals waren es 3500. Gründe für die steigenden Zahlen laut Landratsamt: Viele nach Deutschland weiterreisende [Gruppe 1] aus Griechenland, mehr Einreisen aus afrikanischen Ländern über die Mittelmeerroute und die Öffnung der Fluchtroute über Belarus und [Andere Gruppe]. So wurden allein an der polnischen Grenze zu MV seit August 2021 bereits 1330 Personen aufgegriffen, die unerlaubt eingereist waren."
RUS,OSZ,SECURITY_NEGATIVE,"Was ist ihre Theorie für die nächsten Wochen und Monaten?

Überraschend ist der Kampfwille der [Andere Gruppe] - damit hat niemand gerechnet. Weder die [Gruppe 1] selbst noch westliche Militärexperten. Aber wir müssen auch damit rechnen, dass die [Gruppe 1] den Raketenbeschuss weiter eskalieren, so wie sie es in Tschetschenien getan haben. Sollten die [Gruppe 1] weiter unter Druck kommen, könnte Putin auch zu anderen Waffen greifen. Im Moment wissen wir nicht, wohin es führt.

Haben Sie Angst?"
USA,WAZ,NOT_SECURITY_CRIME,"

"" Die Bundeswehr steht blank da""   Glaubt denn tatsächlich jemand, dass die mangelhafte Ausstattung der Bundeswehr der Grund dafür ist, dass Putin Deutschland nicht ernst nimmt? Er kann sich doch jeden Tag ein Bild über die zögerliche Haltung der Bundesregierung in vielen Themengebieten machen. Er hat unseren Kanzler empfangen und für zu leicht befunden. Und wenn unsere Bundeswehr im Einsatz ist, dann um andere für den Kampf auszubilden oder Brunnen zu bauen. In Kampfhandlungen durfte sie sich ja bisher überhaupt nicht verstricken. Und wenn sie in Not geriet, dann musste sie die [Gruppe 1] um Hilfe bitten. Eine Modernisierung der Bundeswehr macht nur Sinn, wenn auch der politische Wille vorhanden ist, sie als solche auch in Kampfhandlungen offensiv einzusetzen. Und daran fehlt es. Ulrich Tenkamp, DU

Unglaublich! Deutschland, einer der größten Waffenexporteure der Welt, und die eigene Armee kann sich nur mit einem technischen Trümmerhaufen verteidigen."
FOR,KN,NOT_SECURITY_CRIME,"Nachdem die Smartphones vorm Botschaftseingang in einen Tresor weggesperrt worden sind, redet ein hochrangiger europäischer Diplomat Klartext: ""Die Sommerspiele 2008 waren rückblickend ein Höhepunkt für China, auch weil sie mit vielen Hoffnungen verbunden waren. Die Winterspiele hingegen werden ein absoluter Tiefpunkt sein."" Es habe sich die endgültige Gewissheit durchgesetzt, dass China unter Xi Jinping seinen nationalistischen Konfrontationskurs weiter fortsetzen wird.

In der Tat hat sich China seit der Pandemie radikal gewandelt. Die geschlossenen Landesgrenzen und strengen Quarantänebestimmungen haben dazu geführt, dass in Peking und Schanghai zusammengenommen weniger [Gruppe 1] leben als im kleinen Luxemburg.

Gleichzeitig hat die digitale Überwachung ein Ausmaß erreicht, das für Außenstehende kaum mehr zu begreifen ist: Vor Pekings Wohnanlagen wachen Nachbarschaftskomitees mit roten Armbinden, an vielen Hauseingängen sind Kameras mit Gesichtserkennung montiert, und selbst ein Supermarktbesuch ist nicht mehr möglich, ohne sich vorher mit seinem Smartphone digital zu registrieren. Das Vorzeigen des ""grünen Gesundheitscodes"" ist dermaßen essenziell für den chinesischen Alltag geworden, dass sich seit der Pandemie sogar etliche Verbrecher, die Jahre zuvor ein Leben auf der Flucht führten, nun freiwillig bei der Polizei gestellt haben."
UKR,OSZ,NOT_SECURITY_CRIME,"Die Bundesregierung betonte, dass die Ukraine den Wunsch nach weiteren Haubitzen geäußert habe. "" Die von Deutschland und den Niederlanden gelieferten Panzerhaubitzen 2000 haben sich im Gefecht mehr als bewährt"" , so Verteidigungsministerin Christine Lambrecht (SPD).

In der Nähe eines Atomkraftwerks in der Ukraine ist gestern eine russische Rakete eingeschlagen. Präsident Wolodymyr Selenskyj warf Russland in dem Zusammenhang die Gefährdung der ganzen Welt vor. Indes haben in den ostukrainischen Gebieten Charkiw, Donezk und Luhansk die [Gruppe 1] russische Truppen weiter zurückgedrängt. Gestern meldeten Kiewer Medien die Rückeroberung des Orts Jarowa am Ufer des Siwerskyj Donez. Seite 4

Verteidigungsministerin Christine Lambrecht (SPD)"
CHN,WAZ,NOT_SECURITY_CRIME,"Fabian Kretschmer

Shanghai In blauen Ganzkörperanzügen dringen die Seuchenschutzarbeiter in den Hausflur ein. Kurz darauf karren sie zu viert eine gebrechliche Seniorin auf die Straße hinaus. Diese schreit wie wild, als stünde ihr Leben auf dem Spiel. Doch keiner der Nachbarn kommt der [Gruppe 1] zur Hilfe. Sie wird -  wie alle Infizierten Shanghais -  in eine zentralisierte Quarantäneeinrichtung abgeführt. Was harmlos klingt, ist tatsächlich ein menschenunwürdiges Bettenlager, in dem Tausende Covid-Patienten vor sich hin vegetieren. "" Wie Nutzvieh""  ist eines der Schlagwörter, die man zuhauf aus solchen Einrichtungen hört.

In sozialen Medien dokumentieren immer mehr Shanghaier die Schattenseiten des Viruskampfs, der in Chinas größter Metropole zunehmend radikal ausgefochten wird. Seit Ende März ist der Großteil der 26 Millionen Bewohner Shanghais in seinen Wohnungen eingesperrt, praktisch sämtlicher Freiheiten beraubt. Nur zum täglichen Massentest dürfen sie hinaus auf die Straße."
UKR,OSZ,NOT_SECURITY_CRIME,"Erst Anfang November hatte Grandi in New York gesagt, rund 14 Millionen Menschen seien seit Kriegsbeginn aus ihren Häusern vertrieben worden. Knapp acht Millionen haben dem UNHCR zufolge im Ausland Schutz gesucht, davon eine Million in Deutschland.

Der ukrainische Generalstaatsanwalt Andrij Kostin hat eine "" drastische Zunahme""  sexueller Gewalt durch russische Soldaten angeprangert. Alle Geschlechter und Altersklassen seien betroffen, Kinder ebenso wie Alte, sagte Kostin der Funke-Mediengruppe und der französischen Zeitung "" Ouest-France"" . Russische Soldaten setzten sexuelle Gewalt gezielt ein - als "" Kriegsmethode, um [Gruppe 1] und [Gruppe 1] zu demütigen"" , sagte er.

Kostin berichtete, vor vier Monaten seien erst 40 Fälle von sexueller Gewalt registriert worden, aber mittlerweile seien es mehr als 110 Fälle. "" Tendenz stark steigend.""  Zudem gebe es eine hohe Dunkelziffer. "" In vielen Fällen werden Menschen durch russische Soldaten vergewaltigt, gefoltert und danach getötet. Oft finden Vergewaltigungen vor den Augen von Angehörigen und Kindern statt."" "
NLD,Berliner Morgenpost,SECURITY_NEGATIVE,"Die Niederlande haben ein Mafia-Problem

Auch eine Entführung ist längst keine Räuberpistole mehr: Erst vor wenigen Wochen hatte die belgische Polizei die Entführung ihres Justizministers Vincent Van Quickenborne vereitelt. Er hatte der Drogenkriminalität den Kampf angesagt. Bei seiner Wohnung hatten die Ermittler ein Auto mit Kalaschnikows und gefüllten Benzinkanistern sichergestellt. Die vier Hauptverdächtigen sind [Gruppe 1] und wurden in der Region Den Haag festgenommen.

Anschläge wie diese sind für den niederländischen Kriminologen Professor Cyrille Fijnhout Kennzeichen der mafiaähnlichen Strukturen. «Wir sehen, dass die Grundzüge der Mafia übernommen werden bis zur höchsten Ebene, wie Gewalt gegen den Staat», sagte der Professor der Tageszeitung «De Volkskrant»."
KOR,KN,SECURITY_NEGATIVE,"Vor der U-Bahn-Toilette haben die Trauernden einen provisorischen Gedenkaltar errichtet: Dutzende Blumensträuße stapeln sich auf dem Boden, Notizzettel überdecken die Wände. Auf ihnen haben die Bewohner der südkoreanischen Hauptstadt ihre Wut niedergeschrieben: ""Femizide sind die Norm in Südkorea"", heißt es.

In der vergangenen Woche lauerte hier, in der U-Bahn-Station Sindang, ein 31-jähriger [Gruppe 1] seinem Opfer auf. Er wartete 70 Minuten lang, ehe die Angestellte der Seouler Metro die Damentoilette aufsuchte. Dort stach der Mann sie brutal nieder. Noch in der Nacht erlag sie ihren Verletzungen.

Ihr Mord ist beileibe kein Einzelfall. Die linksgerichtete Zeitung ""Hankyoreh"" wertete bereits Ende 2021 insgesamt 500 Morde an Frauen aus. Dabei stellten die Journalisten fest, dass bei über einem Drittel aller Femizide der Täter bereits zuvor durch Gewalt aufgefallen war."
KURD,WAZ,NOT_SECURITY_CRIME,"Im Iran hat der Tod einer jungen Frau eine der größten Protestwellen der vergangenen Jahre ausgelöst. Mahsa Amini hat sich nicht selbst getötet. Die Religionspolizei hatte die [Gruppe 1] festgenommen. Angeblich schaute an einer Haltestelle Haar unter ihrem Kopftuch heraus. Sie starb im Polizeigewahrsam.

Ob Mahsa Amini wegen einer Vorerkrankung einfach das Bewusstsein verlor, wie die Polizei behauptet, oder zu Tode geprügelt wurde, wovon die Familie überzeugt ist, spielt inzwischen keine Rolle mehr. Ihr Tod vor einer Woche war der Funke, der einen Flächenbrand verursacht hat. Die [Gruppe 1] ist zu einem Symbol geworden.

Längst sind es nicht mehr die jungen Frauen, die ihren Zorn herausschreien, auch die älteren trauen sich inzwischen auf die Straße. Und viele Männer unterstützen den Protest in Städten im ganzen Land. Denn es geht nicht mehr nur um das Kopftuch -  es geht um alles."
SOM,BADZ,SECURITY_NEGATIVE,"Während der Attacke soll er mindestens zweimal ""Allahu Akbar"" (""Gott ist groß"") gerufen haben. Damit kapern Extremisten die zentrale religiöse Formel des Islams, die seit Jahrhunderten von [Andere Gruppe] weltweit benutzt wird. Weitere Hinweise auf Extremismus fanden die Ermittler aber nicht. ""Zu keinem Zeitpunkt hat es terroristische Motive gegeben"", versichert der Anwalt des Beschuldigten, Hans-Jochen Schrepfer. Fraglich ist, ob dem Mann Mordmerkmale wie Heimtücke und niedrige Beweggründe, etwa Rachsucht oder Zorn, nachzuweisen sind. 

Oberstaatsanwältin Judith Henkel schildert zu Prozessbeginn die dramatischen Minuten am Tattag, dem 25. Juni 2021. Kurz nach 17 Uhr betritt der Beschuldigte ein Kaufhaus. Nach nicht einmal fünf Minuten sind drei Menschen tot. Mit unvorstellbarer Wucht soll der [Gruppe 1] das Messer immer wieder in die ihm unbekannten und zufällig ausgewählten Menschen gerammt haben. 

Sein Mandant habe sich entschuldigt und empfinde Mitgefühl, versichert Verteidiger Schrepfer. Innere Stimmen hätten ihn zu der Attacke bewegt. Der [Andere Gruppe], der 2015 erstmals in Deutschland registriert wurde und seither mehrmals wegen psychischer Probleme aufgefallen war, soll nach dem Willen der Staatsanwaltschaft in einer Psychiatrie unterkommen - womöglich lebenslang. Er war zwei Gutachtern zufolge bei der Tat wohl schuldunfähig und könnte für die Allgemeinheit dauerhaft gefährlich sein."
REFUG,TA,NOT_SECURITY_CRIME,"Reza Rajabi, der die Bilder schuf, wurde in  der afghanischen Provinz Bamiyan geboren. Er gehört der Volksgruppe der Hazara an, die von den islamistischen Fanatikern schon immer auf besondere Weise verfolgt wurden.  2015 verließ Reza Rajabi sein Land auf der Suche nach einem sicheren Hafen für seine Zukunft. Den hat er bis heute nicht gefunden. Erst Schweden, wo sein Asylgesuch vergeblich war, seit zwei Jahren in Erfurt. Ein Leben in der Warteschleife, die der Seele zusetzt. Er ist Autodidakt, als er mit dem Malen begann, war es sein Weg, sich daraus zu befreien.

Und so erzählt diese kleine Ausstellung in Erfurt auch von der Sprachlosigkeit, in der jahrelange Unbestimmtheit [Gruppe 1] Menschen stoßen kann, und von der Heilungskraft der Kunst.

Vor allem lenkt sie den Blick auf die Tragödie eines Landes, die längst  aus den aus den Schlagzeilen verschwunden ist. Dabei ist es nicht einmal ein Jahr her, als die Bilder der verzweifelten Menschen vom Kabuler Flughafen um die Welt gingen. "" Afghanistan ist das blutende Herz Asiens"" , sagte Amin Sarkosh vom afghanischen Verein "" Move""  in Thüringen bei der Eröffnung. Und jetzt verstärken die Taliban im Windschatten von Putins Ukraine-Krieg die Repressionen. Gegen ehemalige Ortskräfte und ihre Familien, die noch immer nicht herausgeholt wurden, gegen Frauen, gegen Mädchen. Daran erinnern die Bilder, daran erinnert  der "" Move"" -Aktivist, und das Landesaufnahmeprogramm für Afghanistan, auf das sie nach wie vor hoffen. Frauen und Mädchen,  sagt Reza Rajabi, sollen in Afghanistan zum Verstummen verurteilt werden. Deshalb malt er sie, immer wieder. "" Sie brauchen jede Stimme."""
RUS,TA,NOT_SECURITY_CRIME,"Russland setze die Truppenmobilisierung an der ukrainischen Grenze weiter fort, betonte Blinken. Mit seiner Warnung vor einem auch kurzfristig möglichen Einmarsch Russlands in die Ukraine widersprach er Einschätzungen, wonach Moskau während der Spiele in Peking auf einen Angriff verzichten könnte, um den Verbündeten China nicht zu verärgern. Bei der Eröffnung der Winterspiele am 4. Februar hatten Kreml-Chef Wladimir Putin und sein chinesischer Kollege Xi Jinping außenpolitisch Geschlossenheit demonstriert.

US-Präsident Joe Biden rief [Andere Gruppe] am Donnerstag auf, die Ukraine "" jetzt""  zu verlassen. Washington werde unter keinen Umständen US-Truppen in die Ukraine schicken, auch nicht zur Rettung von US-Bürgern im Falle einer russischen Invasion, warnte er im TV-Sender NBC. Dies würde "" einen Weltkrieg""  auslösen, so Biden. "" Wenn [Andere Gruppe] und [Gruppe 1] anfangen, aufeinander zu schießen, befinden wir uns in einer ganz anderen Welt.""

Laut einem US-Geheimdienstbericht, über den der NBC berichtete, könnte eine Invasion in die Ukraine über neun verschiedene Routen erfolgen. Es sei möglich, dass Russlands Panzer die Hauptstadt Kiew innerhalb von 48 Stunden erreichen könnten. In dem Geheimdienstbericht wird bei einer groß angelegten Invasion mit bis zu 50.000 getöteten oder verletzten Zivilisten gerechnet. dpa/afp/heg"
MUSL,BADZ,SECURITY_NEGATIVE,"Noch etwas anderes sei Lot aufgefallen: Wie tief viele [Gruppe 1] zumindest in diesem Teil der Welt den Westen hassen. Vor allem die [Andere Gruppe], die sich seit den Zeiten des Kolonialismus mit ihren überlegenen Waffen zu Herren auch über die muslimische Welt aufschwingen würden - und die nun bestimmen wollten, wie jeder zu leben habe. Noch deutlicher, so findet McGown, werde der westliche Überheblichkeitswahn in den Medien, die über jeden einzelnen US-Bürger berichten, der durch die Hand eines [Gruppe 1] zu Schaden kommt. Doch wenn eine US-Drohne fälschlicherweise ein muslimisches Dorf mit Dutzenden an Einwohnern platt macht, krähe selten ein Hahn danach. ""Von der Wüste aus betrachtet, sieht die Welt sehr anders aus"", bilanziert Stephen McGown. 

Der Häftlingsveteran teilt im Rückblick seine Entführer in drei Gruppen ein: Das Fußvolk - junge Männer aus der Sahara, die sich ohne große religiöse oder politische Motivation als schlecht bezahlte Schießgesellen über Wasser hielten. Dann das Mittelmanagement, worunter er ideologisch geschulte Dschihadisten versteht, die in ihrer Vorstellung ihren selbsterklärten ""Heiligen Krieg"" gegen die ungläubigen Eindringlinge in ihre Welt im Paradies vergütet bekommen. Und das Senior Management - ein international gespanntes Netzwerk von Profi-Rebellen, deren Ziel die Befreiung der arabischen Welt vom westlichen Einfluss und die Weltherrschaft des Islam sei. ""So steht es ausdrücklich im Koran"", sagt McGown. ""Niemand sollte sich der Illusion hingeben, dass sich ein strenggläubiger [Gruppe 1] mit weniger zufrieden gibt"", behauptet er. 

Weil Lot außer seinem südafrikanischen Pass auch einen britischen hat, sei er unter den Geiseln zunächst der Underdog gewesen. Denn die [Andere Gruppe] stehen als einstige Kolonialisten neben [Andere Gruppe] und [Andere Gruppe] ganz oben auf der Hassliste der Dschihadisten. Erst als die Entführer realisiert hätten, dass sich Pretoria mehr als London - vor allem aber eine südafrikanische muslimische Hilfsorganisation namens ""Gift of the Givers"" - um McGowns Freilassung bemühte, habe sich die Einstellung der Extremisten geändert, noch verstärkt von Lots gezeigtem Interesse an ihrem Leben. "
RUS,MOPO,NOT_SECURITY_CRIME,"

Die schlimmsten Befürchtungen sind eingetreten. Wladimir Putin hat alle Bemühungen um Deeskalation vom Tisch gefegt und versetzt der europäischen Friedensordnung einen womöglich tödlichen Schlag. Warum all dies geschieht, ist schwer zu begreifen. Auch Putin kann in seiner Ansprache im russischen TV keine schlüssige Begründung liefern - außer dreisten, absurden Lügen, die zumindest in freien Ländern leicht zu durchschauen sind. Die oft vorgeschobene NATO-Erweiterung spielte in seiner Rede nur eine untergeordnete Rolle. Die Antwort auf das ""Warum?"" ist wohl einfach: Der größte Kriegstreiber und Imperialist sitzt heute nicht mehr - wie oft behauptet - im Weißen Haus, sondern im Kreml. Für die Menschen in der Ukraine ist all dies eine gigantische Tragödie. Dem Land steht ein blutiger Kampf mit Tausenden Opfern bevor. Die Entschlossenheit vieler [Andere Gruppe], ihre Freiheit zu verteidigen, ist augenscheinlich groß. Sollte sich der Krieg lange hinziehen oder zu einem Guerillakrieg entwickeln, könnte das für Putin zu einem großen Risiko werden. Denn ein gegenseitiges Abschlachten mit einem ""Brudervolk"" dürfte selbst bei indoktrinierten [Gruppe 1] ziemlich schnell ziemlich unpopulär werden.

CHRISTIAN BURMEISTER"
