group,pub,label,text_block
REFUG,TA,NOT_SECURITY_CRIME,"

Berlin Die Integrationsbeauftragte der Bundesregierung, Reem Alabali-Radovan (SPD), sieht Deutschland gerüstet für einen möglichen Flüchtingszustrom infolge eines Krieges in der Ukraine. "" Grundsätzlich sind wir gut aufgestellt, wenn wir an den bestehenden Strukturen für die Aufnahme [Gruppe 1] Personen festhalten, insbesondere den Erstaufnahmeeinrichtungen, Gemeinschaftsunterkünften und Anlaufstellen für Integration"" , sagte sie dieser Zeitung. fmg Seite 8

"
FRA,FAZ,NOT_SECURITY_CRIME,"In der französischen Hauptstadt verweist man darauf, dass alles andere die Glaubwürdigkeit der Abschreckung zerstören würde. Aber das bedeutet nicht, dass die Force de Frappe nicht als europäischer Atomschirm abschreckende Wirkung erzielen könnte. Das von Gegnern einer europäischen Abschreckung vorgebrachte Argument, dass Frankreich nicht über ausreichend nukleare Sprengköpfe für die EU verfüge, halten französische Verteidigungsfachleute für vorgeschoben. Frankreich hat mit knapp 300 nuklearen Sprengköpfen zwar weniger als China (350 Sprengköpfe), aber letztlich gehe es nicht darum, einen atomaren Vernichtungskrieg zu führen, sondern Feinde davor abzuschrecken, eigene vitale Interessen anzugreifen. Die Debatte darüber könnte an Fahrt aufnehmen, wenn Macron sie in seinen Wahlkampfreden anspricht. Beliebt ist das Thema in der gaullistisch geprägten Militärführung nicht.

Aber der Präsident weiß auch, wie sehr der Krieg in der Ukraine seine Landsleute „legitim beunruhigt“, wie er sagte. Während sich die rechtsbürgerliche Kandidatin Valérie Pécresse mit Patzern selbst demontierte und in der Umfragegunst abgestürzt ist, stehen Le Pen und Zemmour aufgrund ihrer Nähe zu Putin in der Kritik. Der Krieg droht das Wahlverhalten stark zu beeinflussen. Wie das Umfrageinstitut Harris Interactive herausgefunden hat, geben schon jetzt 65 Prozent der [Gruppe 1] an, dass das Thema des russischen Kriegs gegen die Ukraine eine „wichtige Rolle für ihre Abstimmung bei den Präsidentenwahlen“ spielen wird. Bei den Anhängern Macrons sind es sogar 75 Prozent.

Lange galt der Grundsatz, dass die Europa- und Außenpolitik für die Wahlentscheidung unbedeutend sei. Doch der Krieg könnte auch das einfach hinwegfegen. Macron hat sich bereits erfolgreich als Schutzherr der [Gruppe 1] aufgestellt, „vor einem Krieg, der die Frucht eines revanchistischen Geistes ist (…), der Europa in die dunkelsten Stunden der Großreiche, der Invasionen und der Vernichtung zurückführen will“."
REFUG,TA,NOT_SECURITY_CRIME,"Korczowa Tatjana ist raus aus dem Krieg. Sie ist acht Stunden mit dem Kleinbus aus der Nähe von Kiew bis in die Westukraine gefahren, dann weiter nach Korczowa, [Andere Gruppe]. An ihrer Seite: ihre Tochter und eine Tasche. Vor ein paar Minuten nahmen polnische Soldaten sie in Empfang, Tatjana und ihre Tochter mussten ihren ukrainischen Pass zeigen, sie bekamen einen Zettel mit Informationen auf Ukrainisch.

Nun stehen Tatjana und ihre Tochter am Grenzübergang im kleinen Ort Korczowa, die Ukraine ist nur 100 Meter entfernt. Gerade kommen nur wenige [Gruppe 1] über die Grenze, berichten polnische Beamte. An manchen Tagen waren es allein hier im Südosten  Polens mehr als 80.000 Menschen.

Tatjana und ihre Tochter bekommen einen heißen Tee, es gibt Suppe, Brot, Obst. Ein polnischer Soldat verteilt Kuscheltiere. In beheizten Zelten neben den Grenzhäusern warten vor allem Frauen und Kinder auf ihre Weiterreise."
NLD,TA,NOT_SECURITY_CRIME,"Wofür wollen Sie die 100 Milliarden ausgeben?

Wir wollen die Digitalisierung vorantreiben, das ist ein wesentlicher Punkt. Damit stärken wir die Führungsfähigkeit der Bundeswehr. Im Heer sind wir noch überwiegend mit analogen Funkgeräten unterwegs. Außerdem geht es um die Bevorratung von Munition und Ersatzteilen. Hinzu kommen die Modernisierungsprojekte: Der Schützenpanzer Marder ist schon länger beim Bund ist als ich. Wir müssen auch den schweren Transporthubschrauber CH 53 ersetzen, uns für einen Tornado-Nachfolger entscheiden, den Eurofighter weiterentwickeln und bewaffnete Drohnen anschaffen. Auch bei der Flugabwehr gibt es Handlungsbedarf. Wir werden multinationale Projekte vorantreiben. Mit den [Gruppe 1] entwickeln wir Luftlandeplattformen. Es geht also um Modernisierung und Europäisierung unserer Verteidigungsfähigkeit -  nicht um Aufrüstung, wie es so oft heißt./

Wir fragen uns schon, ob das alles rational ist, wenn wir die Kriegführung insgesamtbetrachten."
UKR,MAZ,NOT_SECURITY_CRIME,"Saluschnyj stand zwar schon an der Sitze der Streitkräfte, als der Ukraine nach dem russischen Überfall Ende Februar weite Teile entrissen wurden. Doch ebenfalls unter Saluschnyjs Führung gab die ukrainische Armee nicht nach, startete Gegenoffensiven und eroberte sich bereits größere Teile des besetzten Gebiets wieder zurück. ""Wir werden jeden vernichten, der mit Waffen in unser Land kommt"", so der aus dem Gebiet Schytomyr stammende Militär.

Mit dieser Entschlossenheit hat sich Saluschnyj auch international großen Respekt verschafft. Das ""Time Magazine"" setzte ihn in diesem Jahr - neben Selenskyj - auf die Top-100-Liste der weltweit einflussreichsten Menschen. Saluschnyj steht auch für die Abkehr der ukrainischen Armee von verkrusteten sowjetischen Strukturen und für ihre mit westlicher Hilfe erreichte Transformation in eine moderne Armee.Die kriegsgebeutelten [Gruppe 1] wiederum schätzen Saluschnyj auch dafür, dass er immer wieder auch Menschlichkeit zeigt. Vielfach geteilt wurden Fotos, die zeigen, wie der General sich über die Särge gefallener Soldaten beugt und vor einer weinenden Mutter in die Knie geht.

"
HUN,BADZ,NOT_SECURITY_CRIME,"

BRÜSSEL (dpa). In der Ukraine sind auch am Mittwoch die heftigen Kämpfe weitergegangen, wobei die russischen Truppen nach westlicher Einschätzung wegen Ermattung und Nachschubproblemen kaum vorankommen. Derweil verstärkt die Nato ihre Ostflanke kurzfristig mit vier weiteren multinationalen Gefechtsverbänden. Wie Generalsekretär Jens Stoltenberg am Mittwoch in Brüssel mitteilte, werden die sogenannten Battlegroups in der Slowakei, [Gruppe 1], Rumänien und Bulgarien bereits aufgebaut. Die Maßnahme sei eine Reaktion auf Russlands Invasion in die Ukraine. Die Kräfte für die neuen Verbände seien zum großen Teil schon da.

Stoltenberg äußerte sich vor dem Sondertreffen der westlichen Allianz, zu dem an diesem Donnerstag die Staats- und Regierungschefs der 30 Nato-Mitgliedsländer in Brüssel erwartet werden, darunter auch US-Präsident Joe Biden. Er nimmt danach auch an einem Treffen der sieben führenden Industriestaaten (G7) unter Leitung von Bundeskanzler Olaf Scholz (SPD) teil; außerdem wird Biden als Gast beim EU-Gipfel erwartet. Biden und die Staats- und Regierungschefs wollen nach Angaben aus Washington ein weiteres Sanktionspaket gegen Russland verkünden. Die Nato hat zudem den ukrainischen Präsidenten Wolodymyr Selenskyj eingeladen, eine Videoansprache zur Lage in seinem Land zu halten."
UKR,KN,NOT_SECURITY_CRIME,"Es sind Errungenschaften die wieder und wieder neu verteidigt werden müssen. Viele Menschen in Europa und den USA haben es verlernt, diese Werte zu lieben. Da ist es einfach, zu behaupten, dass diese Waffen der Ukraine nicht helfen würden. Beängstigend ist, dass diese Leute, die gegen Aufrüstung sind, nicht sehen wollen, dass es um weit mehr als die Ukraine geht. Es geht darum, auch morgen für all unsere echten, westlichen Werte einzustehen und zu kämpfen. Das funktioniert in dieser Welt nicht ohne Waffen, auch wenn es wünschenswert wäre.

Doch für einen Westen ohne Waffen einzutreten ist gerade jetzt pervers und eine Demütigung dessen, was die [Gruppe 1] gerade leisten und erleiden. Denn was Worte statt Waffen gegen Truppen aus Moskau, Ansichten und Handlungen aus der Machtzentrale in Peking sowie in gewissen Schulen in Kabul ausrichten können, das haben wir in den letzten Jahren mit Entsetzen gesehen. Wir erleben täglich, wie die [Gruppe 1] um Waffen flehen. In der Ukraine regieren leider nur die russischen Waffen.

Als das bewaffnete Militär aus Afghanistan abzog, zog dort das Mittelalter wieder ein - willkommen auf dem Planeten Erde im 21. Jahrhundert, liebe Realitätsverweigerer."
UKR,LVZ,NOT_SECURITY_CRIME,"Im Moment geht es vor allem darum, den vielen, vielen Menschen, die bei uns Schutz suchen, schnell zu einer sicheren Unterkunft zu verhelfen - dafür ist das unbürokratische Angebot von privaten Unterkünften ein wichtiger Baustein. Deshalb ist es jetzt vor allem wichtig, die Betroffenen für mögliche Gefahren zu sensibilisieren und ihnen Ansprechpartner zu nennen, an die sie sich wenden können, wenn sie Hilfe benötigen oder eine Straftat vermuten. So können, zusammen mit der hohen Wachsamkeit der Polizei und der zivilen Einrichtungen, mögliche kriminelle Handlungen schnell entdeckt und beendet werden. Weitere Maßnahmen können sinnvoll sein und werden aktuell geprüft, dürfen die Hilfe aber nicht verlangsamen.

Haben Sie Erkenntnisse, dass Menschen, die keine [Gruppe 1] sind und nicht in der Ukraine gelebt haben, sich in Deutschland als [Andere Gruppe] ausgeben, um sich Aufenthalt und Leistungen zu erschleichen?

Die Bundespolizei führt in einem großen Umfang Personenüberprüfungen bei den ankommenden [Andere Gruppe] durch. Wer sich hier bei den Ämtern meldet, wird entsprechend registriert und überprüft - mit einer extrem geringen Trefferquote hinsichtlich polizeilicher Erkenntnisse. Diejenigen, die hier aktuell ankommen, sind in erster Linie Opfer und müssen auch so behandelt werden. Es gibt übrigens noch einen weiteren Aspekt: Die [Andere Gruppe] sind für uns auch potenzielle Zeugen von Kriegsverbrechen. Ihre Aussagen können für die Strafverfolgung von immenser Bedeutung sein."
UKR,KN,NOT_SECURITY_CRIME,"Harte Monate liegen hinter den Menschen in der Ukraine - und wohl auch vor ihnen. Schwere Wintermonate, in denen Russland weiter versuchen wird, sie zu zermürben, indem es Infrastrukturen für Heizung, Strom und Wasser zerstört. Konkrete Nothilfe für die leidende Bevölkerung in dem Kriegsland zu leisten war das Ziel einer internationalen Geberkonferenz am Dienstag in Paris. Russland, dessen militärische Schwäche sich klar offenbarte, wähle die ""zynische Strategie"", die Zivilbevölkerung zu terrorisieren, um das Land in die Knie zu zwingen, sagte der Gastgeber, Frankreichs Präsident Emmanuel Macron.

Ihm zufolge ging es nach vorherigen Konferenzen in Lugano, Warschau und Berlin gestern um ""ganz praktische Dinge"" für die [Gruppe 1]. Hilfszusagen im Umfang von rund einer Milliarde Euro wurden gegeben, die vor allem in die Wiederherstellung der Energie- und Wasserversorgung sowie in das Transport- und Gesundheitswesen fließen sollen. Vertreterinnen und Vertreter von insgesamt 46 Ländern und rund 20 internationalen Organisationen sowie der Europäischen Union nahmen an der Konferenz teil, unter ihnen auch die Botschafter Indiens und der Golfstaaten. China hatte niemanden geschickt.

EU-Kommissionspräsidentin Ursula von der Leyen kündigte den Kauf von 30 Millionen LED-Lampen an, die 88 Prozent effizienter als ältere Lampen seien. ""Sie können bis zu einem Gigawatt Elektrizität einsparen, was der Jahresproduktion eines Atomkraftwerks entspricht"", so von der Leyen. Darüber hinaus solle eine Koordinationsplattform für Ukraine-Hilfen unter EU-Regie entstehen und noch in dieser Woche in [Andere Gruppe] ein Umschlaglager eingerichtet werden, von wo aus Hilfsgüter weitertransportiert werden können. Die deutsche Außenministerin Annalena Baerbock sagte dem Kriegsland 50 Millionen Euro als Winterhilfe zu und darüber hinaus technische Unterstützung und Sachspenden. ""Geld allein schützt nicht vor dem Erfrieren und Verdursten"", sagte sie."
REFUG,KN,NOT_SECURITY_CRIME,"

""Das ist eine wirklich starke Leistung der Haus- und Wohnungsbesitzer sowie der Mitarbeiterinnen und Mitarbeiter der Stadtverwaltung und sozialen Betreuung"", sagt Oberbürgermeister Tobias Bergmann (SPD). Er zeigte sich erleichtert, dass bereits 58 aus der Ukraine [Gruppe 1] Menschen innerhalb von zwei Tagen in Häusern und Wohnungen untergebracht werden konnten.

In der Nacht zum vergangenen Mittwoch waren die ersten 56 [Gruppe 1] in der Notunterkunft in der Sporthalle der Gemeinschaftsschule Brachenfeld angekommen. Sie alle und zwei weitere  Menschen, die auf eigene Faust nach Neumünster gekommen waren, haben von der Stadt bereits Häuser oder Wohnungen gestellt bekommen."
SYR,TA,NOT_SECURITY_CRIME,"

Koblenz Das Urteil in dem weltweit ersten Strafprozess um Staatsfolter in Syrien ist gesprochen: Das Koblenzer Oberlandesgericht (OLG) verhängte am Donnerstag eine lebenslange Haftstrafe gegen den [Gruppe 1] Anwar R. Es sprach ihn unter anderem wegen Verbrechen gegen die Menschlichkeit schuldig. Der 58-Jährige war nach Auffassung der Richter in einem Gefängnis des allgemeinen Geheimdienstes in der syrischen Hauptstadt Damaskus als Vernehmungschef für die Folter von mindestens 4000 Menschen verantwortlich. Politik und Menschenrechtsorganisationen begrüßten den Urteilsspruch.

Die UN-Hochkommissarin für Menschenrechte, Michelle Bachelet, nannte es einen "" historischen Schuldspruch"" . Sie forderte andere Staaten auf, Ermittlungen und die strafrechtliche Verfolgung gravierender Menschenrechtsverletzungen voranzutreiben. Der Prozess in Koblenz habe den Fokus wieder darauf gelenkt, wie brutal die Menschenrechte in Syrien über mehr als ein Jahrzehnt hinweg verletzt worden seien."
RUS,LVZ,NOT_SECURITY_CRIME,"Rund um Charkiw konzentrieren sich die russischen Streitkräfte darauf, Positionen zu halten und das Vorrücken der [Andere Gruppe] Richtung Grenze zu verhindern, wie der Generalstab erklärte.

Der Grenzschutz meldete, er habe im Norden des Landes einen russischen Aufklärungs- und Sabotagetrupp zurück nach Russland getrieben. Dessen Vorstoß sei von Granatwerfern und Maschinengewehren gedeckt worden. Die ukrainischen Soldaten hätten das Feuer erwidert und die [Gruppe 1] zum Rückzug gezwungen.

Die russischen Truppen konzentrierten sich nach ukrainischen Angaben bei ihren jüngsten Angriffen auf die Region Donezk im Osten. Ziel seien zivile und militärische Einrichtungen in mehreren Städten und Gemeinden, teilte der ukrainische Generalstab mit. Bei Angriffen auf ein Krankenhaus in der Region Luhansk wurden nach ukrainischen Angaben zwei Menschen getötet und neun verletzt."
REFUG,TA,NOT_SECURITY_CRIME,"Auch US-Präsident Biden und sie kennen sich schon lange. Die Uni-Professorin habe nach dem Tod seines Sohnes Beau im Jahr 2015 beigestanden und "" meinen Verstand gerettet"" , sagte Amerikas erster Mann einmal über Gutmann. Zur Rede, in der  der US-Präsident kürzlich sagte, Putin könne nicht an der Macht bleiben, stellte seine Berliner Statthalterin  klar, Amerika fordere keinen Regimewechsel in Moskau. Ziel sei es, der Ukraine zu helfen, sich selbst zu verteidigen.

Tatsächlich übergab die Diplomatin Bundespräsident Frank-Walter Steinmeier ihr Beglaubigungsschreiben wenige Tage vor dem russischen Überfall auf die Ukraine. Es sei Putins brutale Entscheidung, diesen ungerechtfertigten Krieg zu führen, betonte Gutmann in Leipzig.  In der Krise sieht die Politikerin auch eine Chance. Der Krieg habe die Nato-Partner  vereint. Dass es gerade in Ostdeutschland noch enge Bindungen an Russland und auch Skepsis gegenüber der Nato gebe, sei ihr bewusst. Der Grund seien nicht zuletzt Desinformationen. Die Nato sei ein reines Verteidigungsbündnis und stehe nur an sechs Prozent der russischen Grenzen. Gerade jetzt könne man zeigen, wie wichtig das Bündnis für Freiheit und Frieden ist. "" Wir werden alles in unserer Macht stehende tun, um Waffen sowie humanitäre und finanzielle Hilfe für die Ukraine zu liefern. Gleichzeitig werden wir Putin keine Rechtfertigung für eine Eskalation liefern"" , sagte Gutmann. Man sei dankbar dafür, dass Deutschland dabei eine Führungsrolle übernehme. Als Beispiele nannte sie die angekündigte Modernisierung der Bundeswehr, die Aufnahme ukrainischer [Gruppe 1] oder die Nicht-Genehmigung von Nordstream 2. Der Schritt hin zu diversifizierteren Energiequellen sei  enorm. Dabei werde man sich zum gegenseitigen Vorteil helfen.

Als Uniprofessoren setzten Amy Gutmann und ihr Mann Michael W.  Doyle auch privates Geld ein, um benachteiligten Jugendlichen Zugang zu Bildung und Studium zu ermöglichen. Gefragt, ob es ihr leid tue, dass wieder mehr Geld in Rüstung fließt, betonte die Botschafterin, um von einer Ausbildung zu profitieren, müsse man zunächst in Frieden leben. Deshalb müsse man ausgeben, was zur Verteidigung benötigt werde. Putin dürfe den Krieg in der Ukraine nicht gewinnen. "" Gewinnt er, wäre das nicht nur für die [Andere Gruppe]  verheerend. Putin würde sich nicht mit einem Sieg zufriedengeben.. Deshalb ist die Einheit der Demokratien so wichtig"" , sagte Amy Gutmann."
